 Nguyen-3_0_0,x + tan(x),tensor(0.6051),0.5741894460677737
 Nguyen-3_0_67,x + sinh(2*x),tensor(0.4694),-0.2775585288140401
 Nguyen-3_0_68,5*x**4,tensor(0.4396),-0.6252399667762409
 Nguyen-3_0_69,cos(x)**2,tensor(0.4797),-0.17656331426420202
 Nguyen-3_0_70,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f2e0bb460>>
 Nguyen-3_0_71,-5*tan(x),tensor(0.2056),-13.926983757690152
 Nguyen-3_0_72,-x**2/2 + exp(x),tensor(0.5850),0.49657018922796625
 Nguyen-3_0_73,x**3*(x + sin(x)),tensor(0.5125),0.09519457693241518
 Nguyen-3_0_74,x*cos(x + 1),tensor(0.4787),-0.18605126690154417
 Nguyen-3_0_75,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9df1cee4c0>>
 Nguyen-3_0_76,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f049ab610>>
 Nguyen-3_0_77,4*sin(x)*cos(x),tensor(0.5465),0.3111595100583666
 Nguyen-3_0_78,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f641704c0>>
 Nguyen-3_0_79,x + atanh(x),tensor(0.5967),0.5431257370023669
 Nguyen-3_0_80,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f580b97c0>>
 Nguyen-3_0_81,x*(sin(x) + 1),tensor(0.6374),0.6764807409309801
 Nguyen-3_0_82,x*(x + sin(2)),tensor(0.6301),0.6554885236654021
 Nguyen-3_0_83,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f8416fd00>>
 Nguyen-3_0_84,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f2e08f580>>
 Nguyen-3_0_85,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f055e1370>>
 Nguyen-3_0_86,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f053e1130>>
 Nguyen-3_0_87,cos(4*x),tensor(0.4241),-0.8444367326084217
 Nguyen-3_0_88,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f5805ff10>>
 Nguyen-3_0_89,x*sin(x + 5),tensor(0.4372),-0.6575028260597782
 Nguyen-3_0_90,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9df1d27130>>
 Nguyen-3_0_91,sqrt(x) + 4,tensor(0.),0
 Nguyen-3_0_92,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f2e057c70>>
 Nguyen-3_0_93,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9fc4084d60>>
 Nguyen-3_0_94,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f064ba250>>
 Nguyen-3_0_95,x**2 + exp(x),tensor(0.5192),0.14262967475258748
 Nguyen-3_0_96,log(x + 3),tensor(0.5019),0.015086245295823697
 Nguyen-3_0_97,x*(exp(x) + tan(x)),tensor(0.6710),0.7595339620905908
 Nguyen-3_0_98,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f2e0bf9a0>>
 Nguyen-3_0_99,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f04bf1520>>
 Nguyen-3_0_100,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f0518d8e0>>
 Nguyen-3_0_101,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f583fd070>>
 Nguyen-3_0_102,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f583fda00>>
 Nguyen-3_0_103,3*x + sin(x),tensor(0.4666),-0.30703664954855237
 Nguyen-3_0_104,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f580de6a0>>
 Nguyen-3_0_105,x**2 + cos(x),tensor(0.4705),-0.2670250318822418
 Nguyen-3_0_106,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f0588e0a0>>
 Nguyen-3_0_107,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9fe41e1a90>>
 Nguyen-3_0_108,x**3*sin(1),tensor(0.5362),0.25184860688224664
 Nguyen-3_0_109,sin(6*x),tensor(0.4187),-0.9273428188393842
 Nguyen-3_0_110,x*(x*exp(x) + x),tensor(0.5867),0.5036550833304894
 Nguyen-3_0_111,tan(x)**2,tensor(0.5082),0.06355372509031632
 Nguyen-3_0_112,cos(4*x),tensor(0.4241),-0.8444367326084217
 Nguyen-3_0_113,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f0650b700>>
 Nguyen-3_0_114,x + 1,tensor(0.5732),0.4454057246796871
 Nguyen-3_0_115,sinh(2*x),tensor(0.5609),0.3870010692857051
 Nguyen-3_0_116,x/(x + 4),tensor(0.5063),0.049341493568887174
 Nguyen-3_0_117,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f580f3f40>>
 Nguyen-3_0_118,-tanh(x),tensor(0.4203),-0.9017952475009823
 Nguyen-3_0_119,2*x*cos(x),tensor(0.5870),0.5048033984199903
 Nguyen-3_0_120,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f262e0610>>
 Nguyen-3_0_121,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f640ab9d0>>
 Nguyen-3_0_122,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f2e0bfe50>>
 Nguyen-3_0_123,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f640ab640>>
 Nguyen-3_0_124,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f2e057d30>>
 Nguyen-3_0_125,x*(x + exp(x)),tensor(0.7031),0.8217580214929399
 Nguyen-3_0_126,-sin(x + 6),tensor(0.4221),-0.8742525837473252
 Nguyen-3_0_127,sin(x) + cos(x),tensor(0.5618),0.3918561630569042
 Nguyen-3_1_0,x**2 + x + asin(x),tensor(0.7517),0.8908633154538428
 Nguyen-3_1_1,3*x*cos(x) + x,tensor(0.5196),0.14547822172678648
 Nguyen-3_1_2,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fa1b9845eb0>>
 Nguyen-3_1_3,x*(x + exp(x)),tensor(0.7031),0.8217580214929399
 Nguyen-3_1_4,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9fe403f100>>
 Nguyen-3_1_5,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9fe403f3d0>>
 Nguyen-3_1_6,exp(x + 3),tensor(0.0493),-370.62399311336713
 Nguyen-3_1_7,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9fe403f820>>
 Nguyen-3_1_8,sin(x) + cos(x),tensor(0.5618),0.3918561630569042
 Nguyen-3_1_9,exp(x/2),tensor(0.5249),0.18093112305729175
 Nguyen-3_1_10,x/3,tensor(0.5158),0.11872790311313497
 Nguyen-3_1_11,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f584f3490>>
 Nguyen-3_1_12,2*x**2 + x,tensor(0.6419),0.6886410093394605
 Nguyen-3_1_13,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f5806ad60>>
 Nguyen-3_1_14,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f5806adf0>>
 Nguyen-3_1_15,(x + 1)/x,tensor(0.0821),-123.8402949089587
 Nguyen-3_1_16,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f5806aaf0>>
 Nguyen-3_1_17,6*x**2,tensor(0.3422),-2.6949038367686122
 Nguyen-3_1_18,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f58382760>>
 Nguyen-3_1_19,x + sin(x) + 1,tensor(0.6273),0.6469010474911576
 Nguyen-3_1_20,2*x,tensor(0.6089),0.5873233661454036
 Nguyen-3_1_21,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f84179b80>>
 Nguyen-3_1_22,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f84179f10>>
 Nguyen-3_1_23,x + tanh(x),tensor(0.6072),0.5816651915462538
 Nguyen-3_1_24,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f84179880>>
 Nguyen-3_1_25,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f84179c70>>
 Nguyen-3_1_26,cos(x + 1),tensor(0.4299),-0.7583223649378859
 Nguyen-3_1_27,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f584f38e0>>
 Nguyen-3_1_28,x + x*tan(4),tensor(0.6044),0.5714339556046802
 Nguyen-3_1_29,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f581a4070>>
 Nguyen-3_1_30,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9fe41d66a0>>
 Nguyen-3_1_31,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9fe41d6280>>
 Nguyen-3_1_32,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9fe41d65b0>>
 Nguyen-3_1_33,(x + 1)*exp(x),tensor(0.5556),0.35998695105288336
 Nguyen-3_1_34,x + sin(x) + 1,tensor(0.6273),0.6469010474911576
 Nguyen-3_1_35,x*(x**3 + x),tensor(0.5103),0.0789149769628914
 Nguyen-3_1_36,x + cos(1),tensor(0.6103),0.5923686383387605
 Nguyen-3_1_37,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f581a4640>>
 Nguyen-3_1_38,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f581a43d0>>
 Nguyen-3_1_39,x*(x + 1),tensor(0.6436),0.6933019480347765
 Nguyen-3_1_40,x*log(x**2),tensor(0.4352),-0.6840748234492504
 Nguyen-3_1_41,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f58382ca0>>
 Nguyen-3_1_42,2*x*(x + 1),tensor(0.7842),0.9242618972820188
 Nguyen-3_1_43,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f581a4130>>
 Nguyen-3_1_44,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f84179f40>>
 Nguyen-3_1_45,x**4,tensor(0.5073),0.0568950545705138
 Nguyen-3_1_46,2*atanh(x),tensor(0.5550),0.3572675902124651
 Nguyen-3_1_47,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f58475ee0>>
 Nguyen-3_1_48,-x/4,tensor(0.4654),-0.3199664155535755
 Nguyen-3_1_49,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f841795b0>>
 Nguyen-3_1_50,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f5806a220>>
 Nguyen-3_1_51,x*(x + cos(x)),tensor(0.5952),0.5373008853345091
 Nguyen-3_1_52,x*sin(3)/3,tensor(0.4905),-0.07878057926675242
 Nguyen-3_1_53,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f583823d0>>
 Nguyen-3_1_54,x*sin(x)**2,tensor(0.5323),0.22807177892496255
 Nguyen-3_1_55,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f05d9fc10>>
 Nguyen-3_1_56,2*sinh(x),tensor(0.6065),0.5790371464385065
 Nguyen-3_1_57,x/10,tensor(0.4951),-0.03965825683143431
 Nguyen-3_1_58,6*x**5,tensor(0.5287),0.20563911653929812
 Nguyen-3_1_59,x*(2*x + 1),tensor(0.6419),0.6886410093394605
 Nguyen-3_1_60,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f2e1367f0>>
 Nguyen-3_1_61,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f2e136220>>
 Nguyen-3_1_62,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f2e136af0>>
 Nguyen-3_1_63,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f2e136340>>
 Nguyen-3_1_64,x + cos(x),tensor(0.5721),0.4406019839462658
 Nguyen-3_1_65,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f2e136f40>>
 Nguyen-3_1_66,x**2*sin(x),tensor(0.5386),0.2659513031583638
 Nguyen-3_1_67,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f266815e0>>
 Nguyen-3_1_68,x + cosh(x) + 1,tensor(0.4134),-1.0142516322919257
 Nguyen-3_1_69,x + sinh(x),tensor(0.6084),0.5858584070154227
 Nguyen-3_1_70,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fa0040a1b80>>
 Nguyen-3_1_71,x**5/2,tensor(0.5081),0.0630029635302568
 Nguyen-3_1_72,-x + tanh(x),tensor(0.4719),-0.25189242630722997
 Nguyen-3_1_73,4*x**2 + x,tensor(0.4907),-0.07750226272173433
 Nguyen-3_1_74,x**2*sin(2),tensor(0.5102),0.07831187339572909
 Nguyen-3_1_75,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f2e136e50>>
 Nguyen-3_1_76,asin(x),tensor(0.5901),0.5172993058177429
 Nguyen-3_1_77,x/2,tensor(0.5307),0.21790857448406042
 Nguyen-3_1_78,sin(x + 3),tensor(0.4188),-0.9254160997558394
 Nguyen-3_1_79,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9fc4141850>>
 Nguyen-3_1_80,cos(x + 5),tensor(0.5786),0.46952595646850914
 Nguyen-3_1_81,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f5806a250>>
 Nguyen-3_1_82,x**2 + x,tensor(0.6436),0.6933019480347765
 Nguyen-3_1_83,x + sin(3*x),tensor(0.5571),0.36777286116289987
 Nguyen-3_1_84,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f581a4df0>>
 Nguyen-3_1_85,x + exp(x/3),tensor(0.6018),0.5620105660642618
 Nguyen-3_1_86,x + cos(2),tensor(0.5128),0.09741484372398812
 Nguyen-3_1_87,x/2,tensor(0.5307),0.21790857448406042
 Nguyen-3_1_88,-log(cos(x)),tensor(0.5042),0.03270249889315979
 Nguyen-3_1_89,3*cosh(x),tensor(0.2794),-5.652740172589323
 Nguyen-3_1_90,sinh(x + 5),tensor(0.0135),-5367.393513465956
 Nguyen-3_1_91,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f58475910>>
 Nguyen-3_1_92,x**2 + sinh(x),tensor(0.6628),0.7410970082749772
 Nguyen-3_1_93,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9fc4141070>>
 Nguyen-3_1_94,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9fc4141dc0>>
 Nguyen-3_1_95,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9fc4141b20>>
 Nguyen-3_1_96,x + sinh(3*x),tensor(0.2608),-7.032566966918964
 Nguyen-3_1_97,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f5806ab50>>
 Nguyen-3_1_98,x*asinh(x) + x,tensor(0.6389),0.6804369451517845
 Nguyen-3_1_99,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f5806a610>>
 Nguyen-3_1_100,(x + 1)*sin(x),tensor(0.6212),0.6281327750565876
 Nguyen-3_1_101,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9fe41d6310>>
 Nguyen-3_1_102,x*sin(1),tensor(0.5604),0.3847986575587179
 Nguyen-3_1_103,x*(x + asinh(x)),tensor(0.5062),0.0484982640494227
 Nguyen-3_1_104,x*exp(2*x),tensor(0.6592),0.7326941378256571
 Nguyen-3_1_105,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f2e136670>>
 Nguyen-3_1_106,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f2e1363a0>>
 Nguyen-3_1_107,2*x + exp(x),tensor(0.5656),0.41006969460337983
 Nguyen-3_1_108,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f84179d90>>
 Nguyen-3_1_109,x + Abs(x),tensor(0.6439),0.6942058079479951
 Nguyen-3_1_110,exp(x) + 2*atan(x),tensor(0.5849),0.496434838024873
 Nguyen-3_1_111,sin(x) + 8*atan(x),tensor(0.2633),-6.832110145136425
 Nguyen-3_1_112,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f581c1460>>
 Nguyen-3_1_113,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f581c1fa0>>
 Nguyen-3_1_114,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f06064c70>>
 Nguyen-3_1_115,x**6/26,tensor(0.4873),-0.1073058735126069
 Nguyen-3_1_116,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9fe403ff40>>
 Nguyen-3_1_117,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f06064dc0>>
 Nguyen-3_1_118,x*exp(x) + 2*x,tensor(0.5965),0.5423748178633729
 Nguyen-3_1_119,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f26681790>>
 Nguyen-3_1_120,x**3 + 3*x,tensor(0.4969),-0.02520560894751167
 Nguyen-3_1_121,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f06064a00>>
 Nguyen-3_1_122,x*(x + sin(2)),tensor(0.6301),0.6554885236654021
 Nguyen-3_1_123,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f581c1580>>
 Nguyen-3_1_124,4*sin(x),tensor(0.4880),-0.10037532610593791
 Nguyen-3_1_125,acos(3*x),tensor(0.),0
 Nguyen-3_1_126,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f581c1820>>
 Nguyen-3_1_127,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f2e136550>>
 Nguyen-3_2_0,9*x**5/5,tensor(0.5627),0.3961983823023685
 Nguyen-3_2_1,2*x + tan(x),tensor(0.5245),0.17834186430225507
 Nguyen-3_2_2,pi*x/2,tensor(0.6061),0.5778055799927797
 Nguyen-3_2_3,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f05d9f7f0>>
 Nguyen-3_2_4,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9fe403f430>>
 Nguyen-3_2_5,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9fe403fd30>>
 Nguyen-3_2_6,x + 1,tensor(0.5732),0.4454057246796871
 Nguyen-3_2_7,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9fe403f700>>
 Nguyen-3_2_8,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f584756a0>>
 Nguyen-3_2_9,sinh(x) - 1,tensor(0.4339),-0.7023858619172307
 Nguyen-3_2_10,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f06064970>>
 Nguyen-3_2_11,x**2*(x + sin(x)),tensor(0.5934),0.5304786319791359
 Nguyen-3_2_12,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f06234b20>>
 Nguyen-3_2_13,x**2 + tanh(x),tensor(0.6166),0.6132634736026619
 Nguyen-3_2_14,(x + 4)/sqrt(x),tensor(0.),0
 Nguyen-3_2_15,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f26681e50>>
 Nguyen-3_2_16,x*(x + 3),tensor(0.6290),0.6519881130745793
 Nguyen-3_2_17,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f06235430>>
 Nguyen-3_2_18,cos(x) + sinh(x),tensor(0.5829),0.48813080733399583
 Nguyen-3_2_19,tan(x/5),tensor(0.5041),0.032253182237151234
 Nguyen-3_2_20,8*x + 1,tensor(0.2629),-6.859511083979161
 Nguyen-3_2_21,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9fa4063100>>
 Nguyen-3_2_22,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9fa4063880>>
 Nguyen-3_2_23,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f5828b0a0>>
 Nguyen-3_2_24,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f5828b1c0>>
 Nguyen-3_2_25,x*(x + 1)**2,tensor(0.7834),0.9235170478883354
 Nguyen-3_2_26,x/acos(2),tensor(0.),0
 Nguyen-3_2_27,x*atan(x) + x,tensor(0.6344),0.668012550373253
 Nguyen-3_2_28,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f26338610>>
 Nguyen-3_2_29,x*exp(x) + 2*x,tensor(0.5965),0.5423748178633729
 Nguyen-3_2_30,3*x**2 + x,tensor(0.5702),0.4317062724206234
 Nguyen-3_2_31,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9fc41417f0>>
 Nguyen-3_2_32,x/3,tensor(0.5158),0.11872790311313497
 Nguyen-3_2_33,x,tensor(0.5732),0.4456890885065715
 Nguyen-3_2_34,(x + sin(x))**2,tensor(0.4449),-0.5564608007723795
 Nguyen-3_2_35,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f5806a9d0>>
