 Nguyen-5_0_0,-x**4/4 + x**3/3 + x,tensor(0.2886),-5.078448609823766
 Nguyen-5_3_15,x/2 + log(x)/(2*x),tensor(0.),0
 Nguyen-5_4_0,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f73f1dfa390>>
 Nguyen-5_4_1,x**2*tan(4)/2,tensor(0.2282),-10.437304005184634
 Nguyen-5_4_2,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f73f1de0d90>>
 Nguyen-5_4_3,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f73f1e28ad0>>
 Nguyen-5_4_4,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f73f1e1d810>>
 Nguyen-5_4_5,-45*x**2/2,tensor(0.0393),-596.2492449566894
 Nguyen-5_4_6,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f73f1c3d090>>
 Nguyen-5_4_7,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f73f1c3d450>>
 Nguyen-5_4_8,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f73f1c3d610>>
 Nguyen-5_4_9,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f73f1c3da10>>
 Nguyen-5_4_10,3*x**3,tensor(0.2331),-9.824318460867744
 Nguyen-5_4_11,-x**2/4 + x/11,tensor(0.2796),-5.640853963417079
 Nguyen-5_4_12,(x + sinh(x))**3,tensor(0.0994),-81.14337644264515
 Nguyen-5_4_13,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f73f1c40050>>
 Nguyen-5_4_14,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f73f1c40490>>
 Nguyen-5_4_15,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f73f1c41390>>
 Nguyen-5_5_0,x**2,tensor(0.2084),-13.427628353794578
 Nguyen-5_5_1,x**2 + 4*x + exp(x),tensor(0.1026),-75.43625245515189
 Nguyen-5_5_2,-x**2*log(x) - 6/(5*x**5),tensor(0.),0
 Nguyen-5_5_3,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f73f1e2b2d0>>
 Nguyen-5_5_4,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f73f1c7dc90>>
 Nguyen-5_5_5,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f73f1c7f1d0>>
 Nguyen-5_5_6,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f73f1c49cd0>>
 Nguyen-5_5_7,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f73f1c49a50>>
 Nguyen-5_5_8,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f73f1c4a890>>
 Nguyen-5_5_9,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f73f1c4bf10>>
 Nguyen-5_5_10,x**6/6 + log(x),tensor(0.),0
 Nguyen-5_5_11,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f73f1c49250>>
 Nguyen-5_5_12,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f73f1c490d0>>
 Nguyen-5_5_13,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f73f1c48e50>>
 Nguyen-5_5_14,x**2 - x*cosh(x)/2 - 2*cos(x),tensor(0.2880),-5.109528970944985
 Nguyen-5_5_15,acos(x)**2,tensor(0.0728),-161.00103366722783
 Nguyen-5_6_0,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f73f1e0a450>>
 Nguyen-5_6_1,2*x**3/3 + x**2,tensor(0.2146),-12.39701963509134
 Nguyen-5_6_2,sin(x)**(3/2)/6,tensor(0.),0
 Nguyen-5_6_3,x**2/2 + x + 2*log(x),tensor(0.),0
 Nguyen-5_6_4,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f73f1c74110>>
 Nguyen-5_6_5,x*(x + 3) + x,tensor(0.1475),-32.414394833607794
 Nguyen-5_6_6,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f73f1d44250>>
 Nguyen-5_6_7,2*x**3 + x*log(x),tensor(0.),0
 Nguyen-5_6_8,1 - sqrt(x),tensor(0.),0
 Nguyen-5_6_9,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f73f1c74c50>>
 Nguyen-5_6_10,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f73f1c70090>>
 Nguyen-5_6_11,5*x**2/2,tensor(0.1565),-28.063055196842157
 Nguyen-5_6_12,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f73f1c76a90>>
 Nguyen-5_6_13,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f73f1c709d0>>
 Nguyen-5_6_14,x*(x + 3/x),tensor(0.0821),-123.97857377312926
 Nguyen-5_6_15,-x + sinh(x),tensor(0.2636),-6.80438774626524
 Nguyen-5_7_0,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f73f1d44310>>
 Nguyen-5_7_1,4*x**3/3 + x**2,tensor(0.2156),-12.23890232490164
 Nguyen-5_7_2,x**2 + 8,tensor(0.0405),-559.6155943656149
 Nguyen-5_7_3,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f73f1c5c490>>
 Nguyen-5_7_4,x**2/2 - x*exp(x) - x,tensor(0.1617),-25.869750399164378
 Nguyen-5_7_5,2*x**2 + exp(x),tensor(0.1171),-55.89111956096957
 Nguyen-5_7_6,x**2*exp(2),tensor(0.0837),-118.9439506939658
 Nguyen-5_7_7,2/x,tensor(0.0358),-723.0172811130673
 Nguyen-5_7_8,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f73f1daabd0>>
 Nguyen-5_7_9,x**3 + (x - 1)*exp(x),tensor(0.4825),-0.15038342391101378
 Nguyen-5_7_10,-5*log(x),tensor(0.),0
 Nguyen-5_7_11,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f73f1e19610>>
 Nguyen-5_7_12,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f73f1e198d0>>
 Nguyen-5_7_13,x*log(x**2) - x,tensor(0.1735),-21.682257844618437
 Nguyen-5_7_14,-x*cos(x) + sin(x) - 2*cos(x),tensor(0.3551),-2.2968934697166694
 Nguyen-5_7_15,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f73f1e1ae50>>
 Nguyen-5_8_0,-3*x**5,tensor(0.1930),-16.47840212382367
 Nguyen-5_8_1,x*log(x) + 2*x,tensor(0.),0
 Nguyen-5_8_2,-x**2/8 + x*log(x),tensor(0.),0
 Nguyen-5_8_3,x**2 + 2*x + sin(x),tensor(0.1798),-19.797019746266447
 Nguyen-5_8_4,x**2/2 - 2*acos(-2*x),tensor(0.),0
 Nguyen-5_8_5,x**2/2 + (x - 1)*exp(x),tensor(0.3882),-1.4839068232683745
 Nguyen-5_8_6,x**2 - cosh(x),tensor(0.4511),-0.48019586617733845
 Nguyen-5_8_7,-x + log(cos(x)),tensor(0.2241),-10.992625993767524
 Nguyen-5_8_8,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f73f1cbc250>>
 Nguyen-5_8_9,x**6 + x**5/5,tensor(0.2365),-9.420602125596446
 Nguyen-5_8_10,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f73f1cc12d0>>
 Nguyen-5_8_11,x**(5/3),tensor(0.),0
 Nguyen-5_8_12,x + cos(x),tensor(0.1794),-19.928876847737303
 Nguyen-5_8_13,x**2 - 2*x*cos(x) + 2*sin(x),tensor(0.2144),-12.420112549125822
 Nguyen-5_8_14,exp(x + 1),tensor(0.0845),-116.50626419695169
 Nguyen-5_8_15,x**(-2),tensor(0.0043),-54087.30461310216
 Nguyen-5_9_0,x + x**(-2),tensor(0.0043),-54094.05653514642
 Nguyen-5_9_1,x - tan(x),tensor(0.2471),-8.283576902475621
 Nguyen-5_9_2,x*asin(x),tensor(0.2003),-14.935902945219365
 Nguyen-5_9_3,x + sin(x) + tanh(x),tensor(0.2097),-13.206057983851826
 Nguyen-5_9_4,x**7*sin(2),tensor(0.2651),-6.68247969236498
 Nguyen-5_9_5,-2*log(x) + sin(x),tensor(0.),0
 Nguyen-5_9_6,-1/cos(x),tensor(0.4441),-0.5663539128225423
 Nguyen-5_9_7,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f73f1cc38d0>>
 Nguyen-5_9_8,x*acos(x),tensor(0.3220),-3.4321408506236066
 Nguyen-5_9_9,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f73f1cc3d10>>
 Nguyen-5_9_10,3*x - log(tanh(x) + 1),tensor(0.2288),-10.35801485756227
 Nguyen-5_9_11,x**4 - 1,tensor(0.4204),-0.901248325196871
 Nguyen-5_9_12,8*x**4 + x,tensor(0.1024),-75.85228703617392
 Nguyen-5_9_13,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f73f1ce01d0>>
 Nguyen-5_9_14,1/(x**3 + x),tensor(0.0693),-179.59768923698746
 Nguyen-5_9_15,2*x - exp(x),tensor(0.5677),0.42005697780797935
 Nguyen-5_10_0,x + (x + 2)**2,tensor(0.0659),-199.96421762507876
 Nguyen-5_10_1,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f73f1cbc0d0>>
 Nguyen-5_10_2,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f73f1ce1390>>
 Nguyen-5_10_3,log(6*x + 1) + 1/6,tensor(0.),0
 Nguyen-5_10_4,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f73f1d11910>>
 Nguyen-5_10_5,(x + 4)**5,tensor(0.0003),-12835213.202994637
 Nguyen-5_10_6,5,tensor(0.),0
 Nguyen-5_10_7,x/4,tensor(0.2708),-6.251771932029156
 Nguyen-5_10_8,-x**2 + 3*x,tensor(0.2090),-13.321838167435816
 Nguyen-5_10_9,x*sinh(x**3),tensor(0.2230),-11.14441733344213
 Nguyen-5_10_10,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f73f1d1b0d0>>
 Nguyen-5_10_11,log(x + 1),tensor(0.2991),-4.493645156985404
 Nguyen-5_10_12,5 - 16*x,tensor(0.0311),-971.7381519060488
 Nguyen-5_10_13,x**2*exp(3),tensor(0.0373),-663.5898024907502
 Nguyen-5_10_14,(x - 1)**2,tensor(0.1152),-58.012415949813395
 Nguyen-5_10_15,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f73f1ce3c50>>
 Nguyen-5_11_0,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f73cdae2490>>
 Nguyen-5_11_1,1/(x**2 + 1),tensor(0.1753),-21.139924551762547
 Nguyen-5_11_2,10*x**7/7 + x**3/15,tensor(0.2643),-6.7453110776791485
 Nguyen-5_11_3,exp(3)/x,tensor(0.0037),-72449.29498717589
 Nguyen-5_11_4,x**3/3 + 3*x**2/2,tensor(0.1909),-16.964762782185264
 Nguyen-5_11_5,x**2*(x + sinh(x)),tensor(0.2578),-7.292205726489003
 Nguyen-5_11_6,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f73f1dcedd0>>
 Nguyen-5_11_7,x**3/3 + 9*x**2/2,tensor(0.1166),-56.44806992036332
 Nguyen-5_11_8,32*x**4,tensor(0.0326),-878.5534162543565
 Nguyen-5_11_9,4*x - sin(x),tensor(0.1921),-16.682403476750032
 Nguyen-5_11_10,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f73f1f1d750>>
 Nguyen-5_11_11,x**2/2 + x*log(x),tensor(0.),0
 Nguyen-5_11_12,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f73f1ca3f50>>
 Nguyen-5_11_13,x**2*(x + cos(x)),tensor(0.2306),-10.13059945244622
 Nguyen-5_11_14,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f73f1c890d0>>
 Nguyen-5_11_15,-cos(x + 2),tensor(0.2290),-10.329594679687554
 Nguyen-5_12_0,5/x,tensor(0.0147),-4491.33070303946
 Nguyen-5_12_1,x**4/4 + log(x),tensor(0.),0
 Nguyen-5_12_2,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f73f1c60fd0>>
 Nguyen-5_12_3,x**5 + x + 4,tensor(0.0739),-155.90446283649229
 Nguyen-5_12_4,x**3*acos(3),tensor(0.),0
 Nguyen-5_12_5,3*x*sin(x) - 3*cos(x),tensor(0.2348),-9.62611615057742
 Nguyen-5_12_6,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f73f1cd6ed0>>
 Nguyen-5_12_7,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f73f0374c50>>
 Nguyen-5_12_8,x**3/3 + exp(2*x)/2,tensor(0.1633),-25.2630422173961
 Nguyen-5_12_9,-x + cos(x + 2),tensor(0.1876),-17.757658688325247
 Nguyen-5_12_10,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f73f1dce750>>
 Nguyen-5_12_11,x**7 + 2,tensor(0.1148),-58.446400324729254
 Nguyen-5_12_12,sin(x + 5),tensor(0.5141),0.10666580384658553
 Nguyen-5_12_13,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f73f1d07dd0>>
 Nguyen-5_12_14,tan(2)/x**2,tensor(0.0020),-255771.090059072
 Nguyen-5_12_15,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f73f0378a50>>
 Nguyen-5_13_0,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f73f1f18890>>
 Nguyen-5_13_1,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f73f038c750>>
 Nguyen-5_13_2,-cos(2*x + 5)/4,tensor(0.2463),-8.363698943742342
 Nguyen-5_13_3,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f73f1cacf50>>
 Nguyen-5_13_4,-cos(2*x),tensor(0.3088),-4.008474243104015
 Nguyen-5_13_5,2*x + atan(x),tensor(0.2040),-14.227202178973972
 Nguyen-5_13_6,4*x**2 - x + log(x),tensor(0.),0
 Nguyen-5_13_7,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f73f1cbd450>>
 Nguyen-5_13_8,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f73f1d1e3d0>>
 Nguyen-5_13_9,x**2*(x + 4),tensor(0.1259),-47.235446415694824
 Nguyen-5_13_10,3*x + exp(x),tensor(0.1237),-49.20693075224001
 Nguyen-5_13_11,x**4/4 + sin(x)*cos(x),tensor(0.2740),-6.023359393841863
 Nguyen-5_13_12,tan(x) + asinh(x),tensor(0.2351),-9.580646600537106
 Nguyen-5_13_13,x**3/16,tensor(0.2612),-7.002462564190289
 Nguyen-5_13_14,cos(15*x),tensor(0.2460),-8.397477766277436
 Nguyen-5_13_15,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f73f0390bd0>>
 Nguyen-5_14_0,0,tensor(0.),0
 Nguyen-5_14_1,-x + cos(1),tensor(0.1691),-23.148495771365802
 Nguyen-5_14_2,x**4/4 + x**3/3,tensor(0.2575),-7.315060525906771
 Nguyen-5_14_3,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f73f1c7d550>>
 Nguyen-5_14_4,2*x + 23,tensor(0.0164),-3591.7070908063747
 Nguyen-5_14_5,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f73f03d2250>>
 Nguyen-5_14_6,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f73f039b8d0>>
 Nguyen-5_14_7,3*x*log(x) + x,tensor(0.),0
 Nguyen-5_14_8,-x**3/3 + sin(x),tensor(0.2858),-5.242452255616478
 Nguyen-5_14_9,-3*x + (x + 2)*exp(x),tensor(0.0930),-94.09493367083746
 Nguyen-5_14_10,x**4 + log(x),tensor(0.),0
 Nguyen-5_14_11,x**3 + 5*x,tensor(0.1159),-57.15652076179121
 Nguyen-5_14_12,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f73f03cb510>>
 Nguyen-5_14_13,-sinh(x/4)/8,tensor(0.2582),-7.256762648048792
 Nguyen-5_14_14,25*x**2/32,tensor(0.2184),-11.81301325561814
 Nguyen-5_14_15,x**2 + log(x),tensor(0.),0
 Nguyen-5_15_0,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f73f1f2b950>>
 Nguyen-5_15_1,2*x + exp(x),tensor(0.1381),-37.934239413675975
 Nguyen-5_15_2,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f73f1d10e10>>
 Nguyen-5_15_3,cosh(x),tensor(0.1479),-32.19071701710409
 Nguyen-5_15_4,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f73f03e5310>>
 Nguyen-5_15_5,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f73f03efcd0>>
 Nguyen-5_15_6,(x + 1)**2,tensor(0.1414),-35.85194130197689
 Nguyen-5_15_7,x*atan(x + 3)/2 + log(x + 1)/2,tensor(0.2950),-4.709745039195042
 Nguyen-5_15_8,20*x**9,tensor(0.0812),-127.15495317409969
 Nguyen-5_15_9,130*log(x),tensor(0.),0
 Nguyen-5_15_10,-2*x - log(x),tensor(0.),0
 Nguyen-5_15_11,-x**2 + 8*x,tensor(0.0828),-121.77675921658744
 Nguyen-5_15_12,x**3/3,tensor(0.2668),-6.553734405814227
 Nguyen-5_15_13,log(x) + sin(x**4),tensor(0.),0
 Nguyen-5_15_14,2*x*(x*sin(x) + x),tensor(0.1749),-21.24773337724652
 Nguyen-5_15_15,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f73f03edd50>>
 Nguyen-5_16_0,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f73f04112d0>>
 Nguyen-5_16_1,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f73f041e050>>
 Nguyen-5_16_2,2*x - log(cos(x)),tensor(0.2241),-10.985254587053975
 Nguyen-5_16_3,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f73f0410690>>
 Nguyen-5_16_4,sin(x),tensor(0.2854),-5.268228339505732
 Nguyen-5_16_5,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f73f0409210>>
 Nguyen-5_16_6,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f73f040be90>>
 Nguyen-5_16_7,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f73f040b450>>
 Nguyen-5_16_8,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f73f040b390>>
 Nguyen-5_16_9,cosh(x/2),tensor(0.1566),-28.02410769654162
 Nguyen-5_16_10,-x**2 + x,tensor(0.3578),-2.222145567282377
 Nguyen-5_16_11,x**2 + sqrt(tan(x)),tensor(0.),0
 Nguyen-5_16_12,cos(3*x),tensor(0.2400),-9.03126757401939
 Nguyen-5_16_13,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f73f0408e50>>
 Nguyen-5_16_14,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f73f0413750>>
 Nguyen-5_16_15,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f73f0410a50>>
 Nguyen-5_17_0,313*x,tensor(0.0021),-224636.02539409534
 Nguyen-5_17_1,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f73f03e5c90>>
 Nguyen-5_17_2,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f73f0413010>>
 Nguyen-5_17_3,4*x + (x - 1)*exp(x),tensor(0.1564),-28.111528150309894
 Nguyen-5_17_4,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f73f0429290>>
 Nguyen-5_17_5,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f73f0429190>>
 Nguyen-5_17_6,cos(log(x)),tensor(0.),0
 Nguyen-5_17_7,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f73f03b0910>>
 Nguyen-5_17_8,2*tanh(x),tensor(0.2653),-6.671899428644135
 Nguyen-5_17_9,16*x**3,tensor(0.0623),-225.6780097049172
 Nguyen-5_17_10,2*x*asin(x) - 4*asin(x),tensor(0.0903),-100.57544446326084
 Nguyen-5_17_11,x**3/5,tensor(0.2642),-6.756651594637235
 Nguyen-5_17_12,2*x - 2*log(x),tensor(0.),0
 Nguyen-5_17_13,x + tan(4),tensor(0.1565),-28.04789384536239
 Nguyen-5_17_14,3*x + 6*log(x),tensor(0.),0
 Nguyen-5_17_15,x**3/3 + sin(x),tensor(0.2815),-5.512127275523368
 Nguyen-5_18_0,sin(4*x + 4),tensor(0.1951),-16.019428445253457
 Nguyen-5_18_1,exp(x) + asin(x),tensor(0.1475),-32.40717189306838
 Nguyen-5_18_2,-2*log(x),tensor(0.),0
 Nguyen-5_18_3,36/x,tensor(0.0021),-232762.50041120144
 Nguyen-5_18_4,3*x**3/5,tensor(0.2708),-6.252598997189831
 Nguyen-5_18_5,x**2 + 2*x + sin(x),tensor(0.1798),-19.797019746266447
 Nguyen-5_18_6,x**2 + x*log(x),tensor(0.),0
 Nguyen-5_18_7,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f73f03edb90>>
 Nguyen-5_18_8,x**2*log(x)/4,tensor(0.),0
