 Nguyen-2_0_0,x + tan(x),tensor(0.5285),0.20432797862569518
 Nguyen-2_0_93,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9fa412d3a0>>
 Nguyen-2_0_94,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9fa412d9a0>>
 Nguyen-2_0_95,x**2 + exp(x),tensor(0.4991),-0.007104185755745895
 Nguyen-2_0_96,log(x + 3),tensor(0.4951),-0.040141344409598156
 Nguyen-2_0_97,x*(exp(x) + tan(x)),tensor(0.7156),0.8419730990877652
 Nguyen-2_0_98,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f064ba2b0>>
 Nguyen-2_0_99,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f5835a0a0>>
 Nguyen-2_0_100,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f2633a2b0>>
 Nguyen-2_0_101,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f04bba4c0>>
 Nguyen-2_0_102,x*atanh(x),tensor(0.5216),0.15896399592521526
 Nguyen-2_0_103,3*x**3 + x,tensor(0.4687),-0.28466770905126104
 Nguyen-2_0_104,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f580de7f0>>
 Nguyen-2_0_105,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f053e1f10>>
 Nguyen-2_0_106,x - tan(x),tensor(0.4495),-0.5003183138164891
 Nguyen-2_0_107,x**2 + 4*x,tensor(0.4102),-1.0673852350243176
 Nguyen-2_0_108,x**3*sin(1),tensor(0.5256),0.1852503931902061
 Nguyen-2_0_109,sin(6*x),tensor(0.4022),-1.208846942127264
 Nguyen-2_0_110,x*(x*exp(x) + x),tensor(0.6110),0.594804336958537
 Nguyen-2_0_111,1/tan(x),tensor(0.0674),-190.21676323813995
 Nguyen-2_0_112,cos(4*x),tensor(0.3946),-1.3529017896907405
 Nguyen-2_0_113,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f2e0bf3a0>>
 Nguyen-2_0_114,x + 1,tensor(0.5705),0.4332072819629138
 Nguyen-2_0_115,sinh(x + 3),tensor(0.0800),-131.18378674513886
 Nguyen-2_0_116,x*tan(1),tensor(0.5700),0.43069541835646985
 Nguyen-2_0_117,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f05afb280>>
 Nguyen-2_0_118,-tanh(x),tensor(0.4040),-1.1754636795580122
 Nguyen-2_0_119,x + cos(x) + 1,tensor(0.4120),-1.0373549350554057
 Nguyen-2_0_120,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9fe4109a90>>
 Nguyen-2_0_121,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f580b9a60>>
 Nguyen-2_0_122,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f583280d0>>
 Nguyen-2_0_123,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f26587280>>
 Nguyen-2_0_124,x + asin(x)**2,tensor(0.7300),0.8631773400512763
 Nguyen-2_0_125,x + cosh(x),tensor(0.5567),0.36610794663916313
 Nguyen-2_0_126,-sin(x + 6),tensor(0.4075),-1.1145269092550407
 Nguyen-2_0_127,sin(x) + cos(x),tensor(0.5571),0.36782781232610595
 Nguyen-2_1_0,x**2 + x + asin(x),tensor(0.6710),0.7596720656159541
 Nguyen-2_1_1,3*x*cos(x) + x,tensor(0.4418),-0.5963595072243448
 Nguyen-2_1_2,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f2e0db1c0>>
 Nguyen-2_1_3,x*(cos(x) + 4),tensor(0.3318),-3.0546215691371517
 Nguyen-2_1_4,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fa1b9845eb0>>
 Nguyen-2_1_5,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9fe4076d60>>
 Nguyen-2_1_6,exp(x + 3),tensor(0.0402),-568.5556188358557
 Nguyen-2_1_7,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9fe4076220>>
 Nguyen-2_1_8,sin(x) + cos(x),tensor(0.5571),0.36782781232610595
 Nguyen-2_1_9,exp(x/2),tensor(0.5228),0.16704073715412693
 Nguyen-2_1_10,x/3,tensor(0.5087),0.06727502742243441
 Nguyen-2_1_11,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9fc4092670>>
 Nguyen-2_1_12,2*x**2 + x,tensor(0.7060),0.8265584190024046
 Nguyen-2_1_13,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f584b2700>>
 Nguyen-2_1_14,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f584b2a90>>
 Nguyen-2_1_15,(x + 1)/x,tensor(0.0677),-188.72831199855938
 Nguyen-2_1_16,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9fc4092bb0>>
 Nguyen-2_1_17,6*x**2,tensor(0.3111),-3.901432364748585
 Nguyen-2_1_18,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f640fa0a0>>
 Nguyen-2_1_19,x + sin(x) + 1,tensor(0.5861),0.5013451813512179
 Nguyen-2_1_20,2*x,tensor(0.5494),0.32727365547488685
 Nguyen-2_1_21,2*x**2,tensor(0.5136),0.10314391471305107
 Nguyen-2_1_22,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9fc4092dc0>>
 Nguyen-2_1_23,x + tanh(x),tensor(0.5578),0.37132148394976083
 Nguyen-2_1_24,x*cos(x),tensor(0.5388),0.2670466755107259
 Nguyen-2_1_25,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9fc40a7cd0>>
 Nguyen-2_1_26,cos(x + 1),tensor(0.4168),-0.9578962594145508
 Nguyen-2_1_27,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f265ffee0>>
 Nguyen-2_1_28,x + x*tan(4),tensor(0.5376),0.26022983747488915
 Nguyen-2_1_29,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f641c2bb0>>
 Nguyen-2_1_30,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f84055e80>>
 Nguyen-2_1_31,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f84055c10>>
 Nguyen-2_1_32,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f840559d0>>
 Nguyen-2_1_33,2,tensor(0.),0
 Nguyen-2_1_34,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9fe4085c40>>
 Nguyen-2_1_35,x*(x**3 + x),tensor(0.5221),0.16209648036656055
 Nguyen-2_1_36,x**3 + tanh(x),tensor(0.5733),0.4458833587680905
 Nguyen-2_1_37,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f58328910>>
 Nguyen-2_1_38,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f58328ac0>>
 Nguyen-2_1_39,x*(x + 1),tensor(0.6893),0.7968951004308761
 Nguyen-2_1_40,x*log(3),tensor(0.5648),0.40625305871650075
 Nguyen-2_1_41,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f265d3580>>
 Nguyen-2_1_42,2*x*(x + 1),tensor(0.7725),0.9132927518644719
 Nguyen-2_1_43,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9fe40852b0>>
 Nguyen-2_1_44,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9fe4085ac0>>
 Nguyen-2_1_45,x**4,tensor(0.5120),0.09184923133395995
 Nguyen-2_1_46,2*sin(x)/cos(x),tensor(0.5021),0.01682351452844233
 Nguyen-2_1_47,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9fc40a7a90>>
 Nguyen-2_1_48,-x/4,tensor(0.4544),-0.4415458548950808
 Nguyen-2_1_49,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f8417f0a0>>
 Nguyen-2_1_50,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f8417fc40>>
 Nguyen-2_1_51,sin(2*x)**5,tensor(0.5540),0.3520582517036672
 Nguyen-2_1_52,x**2*exp(x),tensor(0.6559),0.7248577511156037
 Nguyen-2_1_53,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f265ffd60>>
 Nguyen-2_1_54,x*sin(x)**2,tensor(0.5227),0.1659476292232167
 Nguyen-2_1_55,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f58485910>>
 Nguyen-2_1_56,sin(x),tensor(0.5537),0.350380773214949
 Nguyen-2_1_57,x/10,tensor(0.4869),-0.11025555183795732
 Nguyen-2_1_58,6*x,tensor(0.2706),-6.2644382467084725
 Nguyen-2_1_59,x*(2*x + 1),tensor(0.7060),0.8265584190024046
 Nguyen-2_1_60,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f584b29d0>>
 Nguyen-2_1_61,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f58485640>>
 Nguyen-2_1_62,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f58485520>>
 Nguyen-2_1_63,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f64038d90>>
 Nguyen-2_1_64,x + cos(x),tensor(0.5653),0.4086629374622819
 Nguyen-2_1_65,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f64038550>>
 Nguyen-2_1_66,x**2*sin(x),tensor(0.5279),0.2004036212764574
 Nguyen-2_1_67,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f2e0dbd60>>
 Nguyen-2_1_68,x + cosh(x) + 1,tensor(0.3776),-1.7173448162442475
 Nguyen-2_1_69,x + sinh(x),tensor(0.5425),0.2889520773991504
 Nguyen-2_1_70,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f84055b20>>
 Nguyen-2_1_71,x**5/2,tensor(0.4987),-0.010364036944401134
 Nguyen-2_1_72,-x + tanh(x),tensor(0.4623),-0.3532613638489308
 Nguyen-2_1_73,42*x*sin(x) + x,tensor(0.0601),-243.46302132259848
 Nguyen-2_1_74,x**2*sin(2),tensor(0.5174),0.12977335899669662
 Nguyen-2_1_75,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9fc4092490>>
 Nguyen-2_1_76,asin(x),tensor(0.5690),0.42636112749097077
 Nguyen-2_1_77,x/2,tensor(0.5237),0.1728599116560905
 Nguyen-2_1_78,sin(x + 2),tensor(0.4420),-0.5942133457036494
 Nguyen-2_1_79,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f267c9670>>
 Nguyen-2_1_80,cos(x + 5),tensor(0.5792),0.4721936765485002
 Nguyen-2_1_81,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f641c25b0>>
 Nguyen-2_1_82,x*sin(1) + x,tensor(0.5592),0.3786531458884457
 Nguyen-2_1_83,x + sin(3*x),tensor(0.5135),0.10227912696845853
 Nguyen-2_1_84,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f58328250>>
 Nguyen-2_1_85,x - sin(x),tensor(0.4871),-0.10908935791053387
 Nguyen-2_1_86,x + cos(2),tensor(0.4807),-0.1671188742860228
 Nguyen-2_1_87,2*x,tensor(0.5494),0.32727365547488685
 Nguyen-2_1_88,-x**2,tensor(0.4190),-0.922594959462508
 Nguyen-2_1_89,3*x*cos(x),tensor(0.5264),0.19073615373810004
 Nguyen-2_1_90,sin(2*x + 5),tensor(0.4735),-0.23615777842288077
 Nguyen-2_1_91,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f2668ce20>>
 Nguyen-2_1_92,x**2 + sinh(x),tensor(0.7102),0.8335023334628379
 Nguyen-2_1_93,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9fe4076a90>>
 Nguyen-2_1_94,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f2e04ae20>>
 Nguyen-2_1_95,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f2e04a160>>
 Nguyen-2_1_96,x + sinh(x),tensor(0.5425),0.2889520773991504
 Nguyen-2_1_97,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f2e04a100>>
 Nguyen-2_1_98,x*asinh(x) + x,tensor(0.6777),0.7737938497924601
 Nguyen-2_1_99,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f2668c1f0>>
 Nguyen-2_1_100,2*x**2,tensor(0.5136),0.10314391471305107
 Nguyen-2_1_101,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9fe4076460>>
 Nguyen-2_1_102,x*sin(1),tensor(0.5506),0.3339484122973626
 Nguyen-2_1_103,5*x*cos(3),tensor(0.2143),-12.445951330621583
 Nguyen-2_1_104,x*exp(2*x),tensor(0.5629),0.3970777556467123
 Nguyen-2_1_105,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f04eb18b0>>
 Nguyen-2_1_106,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f04eb1cd0>>
 Nguyen-2_1_107,2*x + exp(x),tensor(0.4793),-0.1803888859906182
 Nguyen-2_1_108,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9fc40926d0>>
 Nguyen-2_1_109,x + sqrt(x + 1),tensor(0.5925),0.5268786225362533
 Nguyen-2_1_110,exp(x) + 2*atan(x),tensor(0.5060),0.04700487216268512
 Nguyen-2_1_111,sin(x) - atan(x),tensor(0.4821),-0.1537960283062938
 Nguyen-2_1_112,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f04eb19a0>>
 Nguyen-2_1_113,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f641c2f70>>
 Nguyen-2_1_114,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f840552e0>>
 Nguyen-2_1_115,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9fc40a77c0>>
 Nguyen-2_1_116,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9fc40a7dc0>>
 Nguyen-2_1_117,sinh(x)/2,tensor(0.5286),0.2044130885965565
 Nguyen-2_1_118,x*exp(x) + 2*x,tensor(0.4901),-0.08231322701982924
 Nguyen-2_1_119,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f584b2b80>>
 Nguyen-2_1_120,x**3 + x**2,tensor(0.6211),0.6277719547438383
 Nguyen-2_1_121,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f2e0db3a0>>
 Nguyen-2_1_122,x*(x**2 + x),tensor(0.6211),0.6277719547438383
 Nguyen-2_1_123,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f64038d30>>
 Nguyen-2_1_124,4*sin(x),tensor(0.4067),-1.1288616263095506
 Nguyen-2_1_125,acos(6*x),tensor(0.),0
 Nguyen-2_1_126,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f580a88e0>>
 Nguyen-2_1_127,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f580a8a30>>
 Nguyen-2_2_0,x/10,tensor(0.4869),-0.11025555183795732
 Nguyen-2_2_1,5*x + tan(x),tensor(0.2599),-7.110891486398598
 Nguyen-2_2_2,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fa0041ab7f0>>
 Nguyen-2_2_3,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f640fa970>>
 Nguyen-2_2_4,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9fc41b5be0>>
 Nguyen-2_2_5,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f267c9b20>>
 Nguyen-2_2_6,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f267c94f0>>
 Nguyen-2_2_7,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f267c9250>>
 Nguyen-2_2_8,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f267c99d0>>
 Nguyen-2_2_9,sinh(x) - 1,tensor(0.3899),-1.4490518667198988
 Nguyen-2_2_10,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f267c9af0>>
 Nguyen-2_2_11,x**2*(x + sin(x)),tensor(0.5624),0.3947227751529293
 Nguyen-2_2_12,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f262c1310>>
 Nguyen-2_2_13,x**2 + tanh(x),tensor(0.6571),0.7278039673792382
 Nguyen-2_2_14,asin(x + 1),tensor(0.),0
 Nguyen-2_2_15,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f2668c4c0>>
 Nguyen-2_2_16,x*(x + 3),tensor(0.5264),0.19072171488803324
 Nguyen-2_2_17,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f584b29a0>>
 Nguyen-2_2_18,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9fe4076ee0>>
 Nguyen-2_2_19,tan(x/5),tensor(0.4965),-0.028600531492639636
 Nguyen-2_2_20,1 - x,tensor(0.3837),-1.5788916040207877
 Nguyen-2_2_21,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f2e0db220>>
 Nguyen-2_2_22,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f580a84f0>>
 Nguyen-2_2_23,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f58328d00>>
 Nguyen-2_2_24,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f58328a30>>
 Nguyen-2_2_25,x*(x + 1)**2,tensor(0.8653),0.9757753590290099
 Nguyen-2_2_26,x/acos(2),tensor(0.),0
 Nguyen-2_2_27,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f265d3c70>>
 Nguyen-2_2_28,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f04eb10a0>>
 Nguyen-2_2_29,x*exp(x) + 2*x,tensor(0.4901),-0.08231322701982924
 Nguyen-2_2_30,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9fc40a7730>>
 Nguyen-2_2_31,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9fc40a7a00>>
 Nguyen-2_2_32,2*x + cos(2),tensor(0.4704),-0.26798097132862786
 Nguyen-2_2_33,x*tan(1),tensor(0.5700),0.43069541835646985
 Nguyen-2_2_34,(x + sin(x))**2,tensor(0.4312),-0.7395912144609347
 Nguyen-2_2_35,cos(x + 2),tensor(0.3885),-1.4778064076947866
 Nguyen-2_2_36,x*(x + 5) - x,tensor(0.4102),-1.0673852350243176
 Nguyen-2_2_37,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fa004070b50>>
