 Nguyen-5_0_0,-x**4/4 + x**3/3 + x,tensor(0.2886),-5.078448609823766
 Nguyen-5_1_29,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f952ba27050>>
 Nguyen-5_1_30,x + x/(x + 2),tensor(0.2832),-5.408928701809794
 Nguyen-5_1_31,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f952ba26750>>
 Nguyen-5_2_0,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f952ba07350>>
 Nguyen-5_2_1,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f952ba29e90>>
 Nguyen-5_2_2,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f952baae650>>
 Nguyen-5_2_3,sinh(x/6),tensor(0.2673),-6.510086868105998
 Nguyen-5_2_4,x**2*exp(-3)/3,tensor(0.2587),-7.208476641471412
 Nguyen-5_2_5,x**5/log(2),tensor(0.2661),-6.605590061404283
 Nguyen-5_2_6,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f952b8ba290>>
 Nguyen-5_2_7,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f952b8ba4d0>>
 Nguyen-5_2_8,-1/(2*x**2),tensor(0.0086),-13264.60717734037
 Nguyen-5_2_9,2*exp(-x)/x**2,tensor(0.0022),-196942.39585601384
 Nguyen-5_2_10,sin(2*x)**2 + 1,tensor(0.1257),-47.36812199712083
 Nguyen-5_2_11,log(cos(log(x))) - 1/x,tensor(0.),0
 Nguyen-5_2_12,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f952ba2aad0>>
 Nguyen-5_2_13,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f952b8cc690>>
 Nguyen-5_2_14,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f952b8cd310>>
 Nguyen-5_2_15,x**2 + 2*cos(x)**2/5 - cos(x),tensor(0.2791),-5.67357842262398
 Nguyen-5_2_16,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f952ba2aa10>>
 Nguyen-5_2_17,sqrt(x)/2 + x + sin(x),tensor(0.),0
 Nguyen-5_2_18,x**5/2 + 2*x**2 + x,tensor(0.1779),-20.359502971154217
 Nguyen-5_2_19,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f952b8cde90>>
 Nguyen-5_2_20,-x**3 + x**2 + exp(x),tensor(0.1327),-41.734403011830835
 Nguyen-5_2_21,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f952b8d1ad0>>
 Nguyen-5_2_22,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f952b8d2090>>
 Nguyen-5_2_23,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f952b8d0510>>
 Nguyen-5_2_24,atan(x**2 - x),tensor(0.1972),-15.575053946813675
 Nguyen-5_2_25,x**2*(x**2*atanh(x) + x),tensor(0.2434),-8.660682171896367
 Nguyen-5_2_26,x**2*sin(x) + x**2,tensor(0.2159),-12.194541885736621
 Nguyen-5_2_27,x**2 + 5,tensor(0.0582),-260.52556527608436
 Nguyen-5_2_28,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f952b8d3050>>
 Nguyen-5_2_29,x**3/3 + tanh(x),tensor(0.2828),-5.432378348380871
 Nguyen-5_2_30,x**2 + exp(-x/2),tensor(0.1313),-42.74407078312183
 Nguyen-5_2_31,15/(4*(2*x + 5)**(15/2)),tensor(0.2597),-7.128919306727271
 Nguyen-5_3_0,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f952b8fa850>>
 Nguyen-5_3_1,2*sin(sqrt(x)) - cos(sqrt(x)),tensor(0.),0
 Nguyen-5_3_2,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f952ba27e90>>
 Nguyen-5_3_3,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f952b8fb750>>
 Nguyen-5_3_4,x/2,tensor(0.2792),-5.6653142360793645
 Nguyen-5_3_5,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f952b8fcc10>>
 Nguyen-5_3_6,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f952b8fcad0>>
 Nguyen-5_3_7,sqrt(x) + x*acos(x),tensor(0.),0
 Nguyen-5_3_8,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f92a3602310>>
 Nguyen-5_3_9,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f952b8bbe50>>
 Nguyen-5_3_10,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f952b905c10>>
 Nguyen-5_3_11,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f952b9060d0>>
 Nguyen-5_3_12,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f952b9064d0>>
 Nguyen-5_3_13,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f952b906810>>
 Nguyen-5_3_14,-1/log(acosh(x)),tensor(0.),0
 Nguyen-5_3_15,sin(5*x)/5,tensor(0.2577),-7.297357327159183
 Nguyen-5_3_16,x**4/3 + 4*x**2,tensor(0.1202),-52.580393619108214
 Nguyen-5_3_17,5*acos(x),tensor(0.0378),-648.4013878869075
 Nguyen-5_3_18,x**(1/5) + x**2*sin(x),tensor(0.),0
 Nguyen-5_3_19,x*(x**2 + x),tensor(0.2158),-12.208899553932296
 Nguyen-5_3_20,20*x**5/3,tensor(0.1606),-26.326034854960636
 Nguyen-5_3_21,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f952b909490>>
 Nguyen-5_3_22,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f952b9086d0>>
 Nguyen-5_3_23,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f952b9096d0>>
 Nguyen-5_3_24,x - sin(x),tensor(0.2634),-6.821094091789283
 Nguyen-5_3_25,tan(5*x + 12)/5,tensor(0.2065),-13.773225421523106
 Nguyen-5_3_26,22*exp(x),tensor(0.0135),-5370.884398666253
 Nguyen-5_3_27,-x**2/2,tensor(0.2897),-5.012618305892326
 Nguyen-5_3_28,sqrt(x) + tanh(x),tensor(0.),0
 Nguyen-5_3_29,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f952b914fd0>>
 Nguyen-5_3_30,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f952b915650>>
 Nguyen-5_3_31,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f952b915890>>
 Nguyen-5_4_0,x*sin(2*log(x))/2 + 2*sin(2*x),tensor(0.),0
 Nguyen-5_4_1,exp(sinh(x**3)),tensor(0.1562),-28.181103278461084
 Nguyen-5_4_2,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f952b908190>>
 Nguyen-5_4_3,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f952b909f10>>
 Nguyen-5_4_4,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f952b8dfbd0>>
 Nguyen-5_4_5,x*sin(x**2) + 3,tensor(0.0899),-101.56358595121465
 Nguyen-5_4_6,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f952ba92590>>
 Nguyen-5_4_7,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f952ba90110>>
 Nguyen-5_4_8,-2*x + cosh(x/2),tensor(0.1254),-47.625901911504975
 Nguyen-5_4_9,x**4/5,tensor(0.2528),-7.7325818060402725
 Nguyen-5_4_10,0,tensor(0.),0
 Nguyen-5_4_11,x**4/27,tensor(0.2584),-7.234114763639591
 Nguyen-5_4_12,15*x**2,tensor(0.0480),-391.93004314455703
 Nguyen-5_4_13,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f952ba87fd0>>
 Nguyen-5_4_14,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f952b8ba350>>
 Nguyen-5_4_15,sin(x) + 2,tensor(0.1177),-55.18077803755961
 Nguyen-5_4_16,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f952ba7f450>>
 Nguyen-5_4_17,1,tensor(0.),0
 Nguyen-5_4_18,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f952bb9c910>>
 Nguyen-5_4_19,2*x**2/(x + 3),tensor(0.2176),-11.934424653207504
 Nguyen-5_4_20,acosh(x/3),tensor(0.),0
 Nguyen-5_4_21,x*acosh(2*x),tensor(0.),0
 Nguyen-5_4_22,168*x + 24*cosh(x),tensor(0.0039),-64903.63125255661
 Nguyen-5_4_23,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f952b9e0f50>>
 Nguyen-5_4_24,sin(5*x),tensor(0.2276),-10.513998285439312
 Nguyen-5_4_25,2*x**2 + 28*log(x) + 1/(3*x**3),tensor(0.),0
 Nguyen-5_4_26,x**3/3 + 3,tensor(0.0894),-102.86784141958412
 Nguyen-5_4_27,2*x + 3,tensor(0.0911),-98.53536170090764
 Nguyen-5_4_28,57*log(x),tensor(0.),0
 Nguyen-5_4_29,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f952b8fce10>>
 Nguyen-5_4_30,cos(x)*cos(log(x)),tensor(0.),0
 Nguyen-5_4_31,2115*x**2,tensor(0.0004),-6193815.807899131
 Nguyen-5_5_0,x + sin(x) + 1,tensor(0.1632),-25.27424526449119
 Nguyen-5_5_1,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f952ba045d0>>
 Nguyen-5_5_2,x/2,tensor(0.2792),-5.6653142360793645
 Nguyen-5_5_3,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f952b972bd0>>
 Nguyen-5_5_4,exp(6*x)/32,tensor(0.1163),-56.710616405405055
 Nguyen-5_5_5,x + asin(x**2),tensor(0.2157),-12.213812641288758
 Nguyen-5_5_6,x + cos(x) + 5,tensor(0.0553),-290.5310266994523
 Nguyen-5_5_7,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f952b97c950>>
 Nguyen-5_5_8,exp(-1)/x,tensor(0.1503),-30.95204132044718
 Nguyen-5_5_9,1/(6*x),tensor(0.2178),-11.896533857403666
 Nguyen-5_5_10,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f952b972c50>>
 Nguyen-5_5_11,8/x,tensor(0.0092),-11493.016760894323
 Nguyen-5_5_12,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f952b95add0>>
 Nguyen-5_5_13,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f952b95aad0>>
 Nguyen-5_5_14,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f952b95a6d0>>
 Nguyen-5_5_15,x*cosh(x),tensor(0.2739),-6.026189218129443
 Nguyen-5_5_16,x**4/2,tensor(0.2425),-8.755916204401327
 Nguyen-5_5_17,x**(5/2) + x**2,tensor(0.),0
 Nguyen-5_5_18,-sqrt(x) - x**2/2,tensor(0.),0
 Nguyen-5_5_19,x**8/2,tensor(0.2501),-7.995018892970714
 Nguyen-5_5_20,x + 3,tensor(0.0910),-98.88287829987424
 Nguyen-5_5_21,x**2/(2*tan(2)),tensor(0.2733),-6.073271580364944
 Nguyen-5_5_22,x**5,tensor(0.2676),-6.490771557883873
 Nguyen-5_5_23,2*cos(x),tensor(0.1264),-46.804231845465054
 Nguyen-5_5_24,asinh(x**2),tensor(0.2111),-12.970272346614049
 Nguyen-5_5_25,x*atanh(2),tensor(0.),0
 Nguyen-5_5_26,x**12/12,tensor(0.2586),-7.216390310665142
 Nguyen-5_5_27,7*x**2/2 + 2*x + sin(x),tensor(0.1289),-44.696463405321204
 Nguyen-5_5_28,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f952b948b50>>
 Nguyen-5_5_29,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f952ba908d0>>
 Nguyen-5_5_30,2*x**7/3,tensor(0.2645),-6.728949020838412
 Nguyen-5_5_31,log(x),tensor(0.),0
 Nguyen-5_6_0,x**2*sinh(x),tensor(0.2725),-6.1286872112711706
 Nguyen-5_6_1,9*x/5,tensor(0.2581),-7.26207605830524
 Nguyen-5_6_2,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f952b8f9b10>>
 Nguyen-5_6_3,12/x,tensor(0.0062),-25858.288938367314
 Nguyen-5_6_4,1/(19*x),tensor(0.2548),-7.554679400800339
 Nguyen-5_6_5,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f952b99b290>>
 Nguyen-5_6_6,16*x,tensor(0.0415),-532.2271216898495
 Nguyen-5_6_7,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f952b9a5710>>
 Nguyen-5_6_8,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f952b9a51d0>>
 Nguyen-5_6_9,15*x**3,tensor(0.0663),-197.29524559428842
 Nguyen-5_6_10,3*x**2 + 4,tensor(0.0601),-243.75768021103764
 Nguyen-5_6_11,x**4,tensor(0.2257),-10.765894973845871
 Nguyen-5_6_12,x**3/25,tensor(0.2606),-7.04621976759436
 Nguyen-5_6_13,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f952b98f390>>
 Nguyen-5_6_14,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f952b98f650>>
 Nguyen-5_6_15,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f952b97d250>>
 Nguyen-5_6_16,-exp(x),tensor(0.2723),-6.144003547761066
 Nguyen-5_6_17,x**2 + 4,tensor(0.0681),-185.96743340226692
 Nguyen-5_6_18,x/16,tensor(0.2627),-6.880769163871426
 Nguyen-5_6_19,x**5/5 + x**2/2,tensor(0.2341),-9.69806343086605
 Nguyen-5_6_20,-cosh(x),tensor(0.4714),-0.2570414480638714
 Nguyen-5_6_21,x**2/2,tensor(0.2322),-9.931467582811015
 Nguyen-5_6_22,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f952b9a7850>>
 Nguyen-5_6_23,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f952b9a9290>>
 Nguyen-5_6_24,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f952b9a9350>>
 Nguyen-5_6_25,x/2,tensor(0.2792),-5.6653142360793645
 Nguyen-5_6_26,x**4/2,tensor(0.2425),-8.755916204401327
 Nguyen-5_6_27,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f952b9aa110>>
 Nguyen-5_6_28,x**2 + atanh(x),tensor(0.2137),-12.540142274076372
 Nguyen-5_6_29,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f952b9aaa50>>
 Nguyen-5_6_30,x**2 + log(x),tensor(0.),0
 Nguyen-5_6_31,x/27,tensor(0.2615),-6.9786925456990145
 Nguyen-5_7_0,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f952b9e6750>>
 Nguyen-5_7_1,asin(x) + 5,tensor(0.0625),-223.96569756562437
 Nguyen-5_7_2,atanh(x),tensor(0.2640),-6.773579714952788
 Nguyen-5_7_3,2*x + 5,tensor(0.0628),-221.60563420721923
 Nguyen-5_7_4,x**2 + x,tensor(0.2222),-11.256689440996333
 Nguyen-5_7_5,x + sin(x) + 1,tensor(0.1632),-25.27424526449119
 Nguyen-5_7_6,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f952b98e5d0>>
 Nguyen-5_7_7,log(sqrt(x) - 1),tensor(0.),0
 Nguyen-5_7_8,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f952b9502d0>>
 Nguyen-5_7_9,x + 16,tensor(0.0230),-1811.3655528493348
 Nguyen-5_7_10,x**2/2 - cosh(x),tensor(0.4972),-0.02303994627919792
 Nguyen-5_7_11,2*x + 1,tensor(0.1620),-25.74217817331497
 Nguyen-5_7_12,x**2 - Abs(x)/2,tensor(0.2438),-8.615813627714862
 Nguyen-5_7_13,-3/(2*x**2),tensor(0.0029),-120374.70817863646
 Nguyen-5_7_14,x**3 + 1,tensor(0.1631),-25.330355173343065
 Nguyen-5_7_15,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f952b950150>>
 Nguyen-5_7_16,sin(x) + 1,tensor(0.1668),-23.93986706619281
 Nguyen-5_7_17,x**3/3 + 5*x**2/2,tensor(0.1581),-27.361235474846694
 Nguyen-5_7_18,exp(x) - 5,tensor(0.1227),-50.10890920628771
 Nguyen-5_7_19,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f952b952490>>
 Nguyen-5_7_20,4*x + 1,tensor(0.1308),-43.13561766052632
 Nguyen-5_7_21,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f952b970950>>
 Nguyen-5_7_22,2*x + log(x),tensor(0.),0
 Nguyen-5_7_23,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f952b98d350>>
 Nguyen-5_7_24,x*asinh(x) + sqrt(2*x**3/3 + 4*x + 4),tensor(0.),0
 Nguyen-5_7_25,x**4 + cos(x) + 1,tensor(0.1128),-60.861160066485155
 Nguyen-5_7_26,2*x + 1,tensor(0.1620),-25.74217817331497
 Nguyen-5_7_27,x**(13/2),tensor(0.),0
 Nguyen-5_7_28,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f951724e790>>
 Nguyen-5_7_29,5,tensor(0.),0
 Nguyen-5_7_30,2*x + 1,tensor(0.1620),-25.74217817331497
 Nguyen-5_7_31,sin(x),tensor(0.2854),-5.268228339505732
 Nguyen-5_8_0,x/16,tensor(0.2627),-6.880769163871426
 Nguyen-5_8_1,x**2/2 - x + exp(x),tensor(0.1386),-37.61749050622634
 Nguyen-5_8_2,x + 1,tensor(0.1668),-23.963088962460837
 Nguyen-5_8_3,-x**3/3,tensor(0.2509),-7.917316913334682
 Nguyen-5_8_4,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f95172889d0>>
 Nguyen-5_8_5,2*x + 13,tensor(0.0279),-1216.6576140196548
 Nguyen-5_8_6,2*x + asinh(x),tensor(0.2007),-14.868851667142135
 Nguyen-5_8_7,x**2 + 7/(3*x),tensor(0.0309),-985.8661736851492
 Nguyen-5_8_8,sin(x + 1),tensor(0.1879),-17.689349646977703
 Nguyen-5_8_9,x + 5*sin(x),tensor(0.1182),-54.629118700040486
 Nguyen-5_8_10,(x - 1)/x,tensor(0.0660),-199.2245007047444
 Nguyen-5_8_11,x**2/2 + x,tensor(0.2504),-7.961317340043623
 Nguyen-5_8_12,x**3/3 + x**2 + 3*x + 7*log(x),tensor(0.),0
 Nguyen-5_8_13,atanh(x) + 2,tensor(0.1169),-56.08365985153096
 Nguyen-5_8_14,-3*x**2 + 9*x,tensor(0.0719),-165.7522168061193
 Nguyen-5_8_15,x**2 + 5*x,tensor(0.1242),-48.69047067481367
 Nguyen-5_8_16,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9517268210>>
 Nguyen-5_8_17,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f951725cc90>>
 Nguyen-5_8_18,(x + 5)**3,tensor(0.0030),-111307.92700268065
 Nguyen-5_8_19,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f951725b7d0>>
 Nguyen-5_8_20,x + acosh(x) + 5,tensor(0.),0
 Nguyen-5_8_21,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f951727f210>>
 Nguyen-5_8_22,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f951725a990>>
 Nguyen-5_8_23,x**4/2 + 9/(2*(x + 3)),tensor(0.1217),-51.1182991536611
 Nguyen-5_8_24,x**2/2,tensor(0.2322),-9.931467582811015
 Nguyen-5_8_25,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f95172598d0>>
 Nguyen-5_8_26,-x + sin(x),tensor(0.2556),-7.4823009247980234
 Nguyen-5_8_27,x**4/8 + x**2/2,tensor(0.2283),-10.425850292491605
 Nguyen-5_8_28,x**4/2,tensor(0.2425),-8.755916204401327
 Nguyen-5_8_29,log(x)**2,tensor(0.),0
 Nguyen-5_8_30,x + sin(x) + 5,tensor(0.0628),-221.40031099839533
 Nguyen-5_8_31,x**4/6,tensor(0.2540),-7.627334135079119
 Nguyen-5_9_0,cos(x + 1),tensor(0.1819),-19.234088609353762
 Nguyen-5_9_1,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f95172af510>>
 Nguyen-5_9_2,13*x**2/4,tensor(0.1385),-37.71342491654545
 Nguyen-5_9_3,x**2 - x,tensor(0.1784),-20.210320955093852
 Nguyen-5_9_4,x**2 - x + log(x),tensor(0.),0
 Nguyen-5_9_5,x**3 + exp(-x),tensor(0.1410),-36.132293800165556
 Nguyen-5_9_6,x**2*exp(x**6),tensor(0.1863),-18.07001020535012
 Nguyen-5_9_7,x**5/5 + 5*x**4/4,tensor(0.2193),-11.675902824907233
 Nguyen-5_9_8,5*x**2/6,tensor(0.2159),-12.18544616105752
 Nguyen-5_9_9,8*x**2,tensor(0.0790),-134.94540842426
 Nguyen-5_9_10,x**2*(sqrt(x) - x),tensor(0.),0
 Nguyen-5_9_11,4 - x,tensor(0.0707),-171.85358140885754
 Nguyen-5_9_12,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f95172c3250>>
