comparing_0_0,-x**4/4 + x**3/3 + x,tensor(0.0387),-616.4995175340214
comparing_0_56,sin(x) - cos(x),tensor(0.4837),-0.1397834166709664
comparing_0_57,sqrt(x + 2),tensor(0.4878),-0.10229437975943867
comparing_0_58,x*tan(4),tensor(0.5021),0.016934694683270357
comparing_0_59,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f898af4b010>>
comparing_0_60,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f898b11d310>>
comparing_0_61,325*x**2,tensor(0.0020),-258496.44026910755
comparing_0_62,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f898af52650>>
comparing_0_63,4*x**5/5 + x**3,tensor(0.0012),-713183.8908230554
comparing_0_64,x**2/6,tensor(0.5054),0.04232615135731066
comparing_0_65,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f898af5cd90>>
comparing_0_66,x + exp(x + 2),tensor(0.0008),-1555075.947453924
comparing_0_67,x,tensor(0.4995),-0.003705122690878193
comparing_0_68,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f898af5e310>>
comparing_0_69,log(-x**2 + x),tensor(0.),0
comparing_0_70,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f898af5fa90>>
comparing_0_71,2*x*exp(-x),tensor(0.4794),-0.17947992765087228
comparing_0_72,x**2/(x - 4),tensor(0.3492),-2.4741481088001103
comparing_0_73,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f898af5eb90>>
comparing_0_74,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f898af5c050>>
comparing_0_75,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f898af5c410>>
comparing_0_76,-x**2 + sin(x),tensor(0.3025),-4.317025048510007
comparing_0_77,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f898b141990>>
comparing_0_78,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f898af4bed0>>
comparing_0_79,5*x**3 + x**2 + 5*x,tensor(0.0145),-4612.412585533778
comparing_0_80,x**2 - cos(x),tensor(0.4204),-0.9007094260745958
comparing_0_81,1/(2*(x + 4)),tensor(0.4794),-0.17964035925543342
comparing_0_82,2*x**(3/2)/3 + sin(x),tensor(0.5175),0.13076900324956187
comparing_0_83,2*x**3/3 + log(x),tensor(0.1067),-69.0867523060214
comparing_0_84,x**2*tan(4)/2,tensor(0.5011),0.009004703254413826
comparing_0_85,-3*x**4/4 + x**2/2,tensor(0.0114),-7471.3091182448
comparing_0_86,x*exp(-x)/2,tensor(0.4793),-0.18049106186022335
comparing_0_87,sqrt(x) + x**2/2,tensor(0.5053),0.04121816911269027
comparing_0_88,x/(x**2 + 2*x),tensor(0.4796),-0.17784483857667643
comparing_0_89,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f88fc063710>>
comparing_0_90,-2*x + 8*log(x),tensor(0.4790),-0.1826661978988744
comparing_0_91,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f898af6f010>>
comparing_0_92,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f898af6ff90>>
comparing_0_93,2*x**6,tensor(5.2473e-05),-363151271.01288396
comparing_0_94,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f898b13e710>>
comparing_0_95,2*x**3/3 + x**2,tensor(0.0921),-96.20828782373691
comparing_0_96,exp(3*x),tensor(2.2756e-11),-1.9310715394220126e+21
comparing_0_97,x + exp(x/3),tensor(0.5122),0.09276159973817322
comparing_0_98,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f898b114790>>
comparing_0_99,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f898af71390>>
comparing_0_100,acosh(x + 5),tensor(0.4880),-0.10094552428394343
comparing_0_101,5*log(x) - 5*log(x + 5),tensor(0.4686),-0.28575803743663486
comparing_0_102,x**2/2 + 2*x,tensor(0.4715),-0.2564488412681478
comparing_0_103,-x - 3,tensor(0.4442),-0.5652133826378956
comparing_0_104,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f898af733d0>>
comparing_0_105,x**3*(2*x**3 + x),tensor(5.2162e-05),-367491345.129845
comparing_0_106,x**6/6 + x**3/3,tensor(0.0006),-2534246.160031892
comparing_0_107,x**2*cos(4),tensor(0.3526),-2.3712166321920707
comparing_0_108,2*x**(3/2)/3 + x**2/2,tensor(0.4753),-0.21843298118549548
comparing_0_109,2*x*(x + sin(x)),tensor(0.2639),-6.779848508890019
comparing_0_110,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f898af7fa10>>
comparing_0_111,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f898af7fe10>>
comparing_0_112,x**2*(x + 5),tensor(0.0466),-416.97890077233126
comparing_0_113,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f898af7dc50>>
comparing_0_114,x*cos(x - 1) + x,tensor(0.5297),0.21178903293716322
comparing_0_115,4/3 - x**4/4,tensor(0.0329),-861.1394545659745
comparing_0_116,x*(x + 3)**3,tensor(0.0036),-78300.44087010421
comparing_0_117,-log(cos(2*x))/4,tensor(0.),0
comparing_0_118,sqrt(2)*x**(3/2),tensor(0.5106),0.08096083966475609
comparing_0_119,-5*exp(-x)/4,tensor(0.4791),-0.18168023835494962
comparing_0_120,(x + 5)/x,tensor(0.4819),-0.15557538600187937
comparing_0_121,4/x,tensor(0.4798),-0.17513041358595083
comparing_0_122,1/(2 - x),tensor(0.4673),-0.2994902571428455
comparing_0_123,-x + cos(1),tensor(0.4565),-0.4172102713635957
comparing_0_124,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f898b0f4610>>
comparing_0_125,x**3/3 + 8*x,tensor(0.1548),-28.808221842786367
comparing_0_126,4*x**(3/2)/3 - x**3/23,tensor(0.4981),-0.015172560679903802
comparing_0_127,4 - x**2,tensor(0.3097),-3.9672741703108754
comparing_1_0,x/5,tensor(0.4837),-0.1390133609178379
comparing_1_1,2*x**2/5,tensor(0.5168),0.1258550703482858
comparing_1_2,-x**2 + 2*log(x),tensor(0.3098),-3.9632480942794652
comparing_1_3,-3*x**2 + 2*x,tensor(0.1679),-23.560996291501805
comparing_1_4,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f898aff9390>>
comparing_1_5,2*x**2 + 5*exp(x),tensor(0.0012),-716117.088544402
comparing_1_6,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f898afe73d0>>
comparing_1_7,x + asin(x),tensor(0.),0
comparing_1_8,3*x**2/2 + 4*x,tensor(0.2673),-6.512859436288757
comparing_1_9,x*(x + 14),tensor(0.2039),-14.241435209777684
comparing_1_10,cos(2*x)/2,tensor(0.4783),-0.18990838819798883
comparing_1_11,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f89441dced0>>
comparing_1_12,x**9 + x,tensor(1.2733e-07),-61677923425112.53
comparing_1_13,x*sin(x) - log(sin(x) + 1),tensor(0.5068),0.05319975770569729
comparing_1_14,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f898b024650>>
comparing_1_15,x**3/3 + 5*x**2/2,tensor(0.1136),-59.865929401637324
comparing_1_16,cos(35*x),tensor(0.4778),-0.194685029743644
comparing_1_17,5*x**4/2,tensor(0.0035),-83297.91680669502
comparing_1_18,x + atan(x),tensor(0.5022),0.01746181839912364
comparing_1_19,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f898afa4950>>
comparing_1_20,5*x**2/2,tensor(0.2230),-11.140515737258115
comparing_1_21,x*cos(3),tensor(0.4550),-0.43511186684075476
comparing_1_22,3*x**2/2 + 4*x,tensor(0.2673),-6.512859436288757
comparing_1_23,x**3*(2*x + sin(x)),tensor(0.0043),-54888.1935324772
comparing_1_24,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f898af72e50>>
comparing_1_25,3*x**3/7 - 3*x**2/85,tensor(0.1623),-25.659392508489056
comparing_1_26,sin(3*x),tensor(0.4784),-0.18884775144937027
comparing_1_27,3*x**3*log(x),tensor(0.0116),-7213.029903154854
comparing_1_28,x**2/(2*log(x)),tensor(0.5128),0.09716242494745475
comparing_1_29,11*x/2,tensor(0.4775),-0.19766108928977655
comparing_1_30,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f898b030110>>
comparing_1_31,2*x**(5/2)/5,tensor(0.3887),-1.4725599391676463
comparing_1_32,9*x**2/2 + log(x)/8,tensor(0.1322),-42.065365593162355
comparing_1_33,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f898b00c110>>
comparing_1_34,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f898b030650>>
comparing_1_35,2*x**3,tensor(0.0372),-668.6619542869277
comparing_1_36,x*exp(2*x)/2,tensor(7.9466e-08),-158357499990788.44
comparing_1_37,5*x**2/2,tensor(0.2230),-11.140515737258115
comparing_1_38,42*x**3,tensor(0.0018),-306436.2539190207
comparing_1_39,exp(x) - cos(x),tensor(0.0059),-28438.982067301997
comparing_1_40,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f898b030a90>>
comparing_1_41,3*x**4,tensor(0.0029),-120013.61452776965
comparing_1_42,3*x/7,tensor(0.4886),-0.09512354317395788
comparing_1_43,x**2*log(3)**2,tensor(0.3808),-1.6441861035297571
comparing_1_44,sqrt(x)*acosh(x) + sqrt(x),tensor(0.),0
comparing_1_45,x*(4*x**2 + x),tensor(0.0182),-2893.4400544687
comparing_1_46,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f898b034a90>>
comparing_1_47,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f898b034b50>>
comparing_1_48,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f898b0369d0>>
comparing_1_49,x**4/2 + 2*x**3/3,tensor(0.0149),-4366.231339404012
comparing_1_50,exp(4*x),tensor(1.3029e-15),-5.8905086446181274e+29
comparing_1_51,3*tan(2*x),tensor(0.4349),-0.6877240114890826
comparing_1_52,x/cos(x),tensor(0.2979),-4.5538136861305984
comparing_1_53,x**2/2 + log(2*x),tensor(0.5053),0.04113312856001594
comparing_1_54,x**2/2 + x,tensor(0.4941),-0.04823118227606149
comparing_1_55,-3/(2*x**3),tensor(0.4581),-0.3988990922773932
comparing_1_56,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f898b040650>>
comparing_1_57,x**3 + sin(x),tensor(0.0729),-160.53290069960644
comparing_1_58,x**2 + 8*x,tensor(0.2662),-6.595404050023442
comparing_1_59,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f898afa4710>>
comparing_1_60,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f898b043e50>>
comparing_1_61,5*x + acos(x),tensor(0.),0
comparing_1_62,-x**2*log(x) + x,tensor(0.2091),-13.311606723196578
comparing_1_63,x + atan(4),tensor(0.5020),0.01581553104793687
comparing_1_64,x**4 + 4,tensor(0.0086),-13282.652410379504
comparing_1_65,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f898b028e10>>
comparing_1_66,cosh(x + 1),tensor(0.0043),-52550.65037173055
comparing_1_67,x,tensor(0.4995),-0.003705122690878193
comparing_1_68,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f898b027810>>
comparing_1_69,x**4*(5*x**5 + 2),tensor(2.5466e-08),-1541964888056267.8
comparing_1_70,x*tanh(x) + x,tensor(0.5122),0.09309976555255117
comparing_1_71,x**2*cos(x)**5,tensor(0.4293),-0.766716920952395
comparing_1_72,x**3/3 + x**2/2,tensor(0.1743),-21.44203925774671
comparing_1_73,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f898b040950>>
comparing_1_74,2*x**(5/2)/5 + x**3/3,tensor(0.1482),-32.041160591009444
comparing_1_75,x**5/5,tensor(0.0048),-43103.41780618748
comparing_1_76,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f898ae58b90>>
comparing_1_77,-5*cos(5*x),tensor(0.4857),-0.12119617765979585
comparing_1_78,x*(x**3 + log(x)),tensor(0.0086),-13349.84200107927
comparing_1_79,1/(1 - x),tensor(0.4782),-0.19110920348004812
comparing_1_80,cos(1)/x,tensor(0.4795),-0.17861864064138921
comparing_1_81,2*x*atanh(x),tensor(0.),0
comparing_1_82,x**5/5 - 2*x,tensor(0.0048),-42964.7752340097
comparing_1_83,x**2*asin(x) + x,tensor(0.),0
comparing_1_84,x + atanh(x),tensor(0.),0
comparing_1_85,x*(x + 5) + x,tensor(0.2954),-4.687441332453735
comparing_1_86,6*x + 6*log(x),tensor(0.4224),-0.8692484605546738
comparing_1_87,2*x + cosh(x),tensor(0.0117),-7144.3551131989525
comparing_1_88,3*x**2 + x,tensor(0.1840),-18.66596006978133
comparing_1_89,-2*x + x*log(2),tensor(0.4468),-0.5330740615914855
comparing_1_90,6*x**5/5,tensor(0.0008),-1556662.954522729
comparing_1_91,x*(3*x - 1)*exp(x),tensor(2.2508e-05),-1973766808.0637524
comparing_1_92,sinh(5*x),tensor(1.4694e-19),-4.631270865529252e+37
comparing_1_93,x**2/tan(1),tensor(0.4916),-0.0697767155839033
comparing_1_94,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f898ae58410>>
comparing_1_95,sin(x) - tanh(x),tensor(0.4806),-0.16752403896210888
comparing_1_96,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f898ae59d90>>
comparing_1_97,x**2/(x + 1),tensor(0.4977),-0.01858797886578234
comparing_1_98,4*x,tensor(0.5060),0.04719180648700316
comparing_1_99,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f898ae685d0>>
comparing_1_100,-x*exp(x) + x,tensor(0.0006),-2576120.055989854
comparing_1_101,x*exp(3*x),tensor(2.3321e-12),-1.8386531408684416e+23
comparing_1_102,sqrt(x),tensor(0.4870),-0.10987206582941877
comparing_1_103,x**3*sin(x),tensor(0.1214),-51.3351877532803
comparing_1_104,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f898ae58dd0>>
comparing_1_105,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f898ae6c250>>
comparing_1_106,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f898ae6cc10>>
comparing_1_107,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f898ae6ce10>>
comparing_1_108,2*x + 2,tensor(0.5129),0.09829345661527178
comparing_1_109,4*x**4 + 4,tensor(0.0022),-213579.5525227084
comparing_1_110,3*x + sin(5),tensor(0.5154),0.11600777201011947
comparing_1_111,x/sin(1),tensor(0.5026),0.02070247413134685
comparing_1_112,2*sqrt(2)*x**(3/2)/3,tensor(0.5173),0.12936748500256812
comparing_1_113,3*x + 2,tensor(0.5121),0.09218229731526006
comparing_1_114,5*x**2 + 5*x,tensor(0.1075),-67.93748125942776
comparing_1_115,x**3*exp(-1),tensor(0.1841),-18.63950472395894
comparing_1_116,2*x*sinh(x) + 2*cosh(x),tensor(0.0006),-3145401.06165632
comparing_1_117,-x**2/2 - 9*log(x + 3),tensor(0.3208),-3.481883624052829
comparing_1_118,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f898aff8150>>
comparing_1_119,x**2*sin(1)/2,tensor(0.5160),0.12035667303873465
comparing_1_120,3*x + 3,tensor(0.5104),0.07994183088282414
comparing_1_121,(4*x**3 + x)**2,tensor(6.5204e-06),-23520574598.72237
comparing_1_122,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f898ae61590>>
comparing_1_123,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f898ae79c90>>
comparing_1_124,6/x,tensor(0.4792),-0.18163210094023685
comparing_1_125,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f898ae79b90>>
comparing_1_126,cos(5*x/2),tensor(0.4790),-0.18339003228308393
comparing_1_127,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f898ae782d0>>
comparing_2_0,2*x**(3/2)/9,tensor(0.4929),-0.05884711662393771
comparing_2_1,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f898aea8ad0>>
comparing_2_2,-x**3,tensor(0.0678),-188.0795287845933
comparing_2_3,2*x - cos(x),tensor(0.5118),0.09036181739216342
comparing_2_4,3*x*exp(3*x),tensor(7.7737e-13),-1.6547878267804415e+24
comparing_2_5,2*x + 2*log(x),tensor(0.5140),0.10603313721111252
comparing_2_6,5*x**2 + x,tensor(0.1173),-55.63426148728078
comparing_2_7,12*x**3,tensor(0.0063),-24896.63675511526
comparing_2_8,2*x**3/5,tensor(0.1710),-22.487367531031076
comparing_2_9,5*x**2/2 + 3*x,tensor(0.1979),-15.428439842373496
comparing_2_10,5*x**2 + 4*x,tensor(0.1098),-64.7415423784507
comparing_2_11,x**3*log(x)**2/3,tensor(0.0472),-406.66081206292955
comparing_2_12,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f898ae97ed0>>
comparing_2_13,cos(6*x),tensor(0.4789),-0.18425566267001003
comparing_2_14,3*cos(x),tensor(0.4787),-0.18612683815168962
comparing_2_15,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f898ae60f90>>
comparing_2_16,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f898ae967d0>>
comparing_2_17,6*x**2,tensor(0.1011),-77.99032473070284
comparing_2_18,5*x*sinh(x) - 5*acosh(x),tensor(0.),0
comparing_2_19,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f898afc9c10>>
comparing_2_20,x*acosh(x) + sinh(x) - acosh(x),tensor(0.),0
comparing_2_21,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f898aea7590>>
comparing_2_22,2*x + 2*log(x),tensor(0.5140),0.10603313721111252
comparing_2_23,25*x**2,tensor(0.0252),-1489.4099074439973
comparing_2_24,2*x**3,tensor(0.0372),-668.6619542869277
comparing_2_25,2*x + 3,tensor(0.5128),0.0975913913624884
comparing_2_26,x**2*cosh(x)/2 + x**2/2,tensor(0.0003),-14718078.01028631
comparing_2_27,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f898aebbc50>>
comparing_2_28,x**2 - acosh(x),tensor(0.),0
comparing_2_29,x**2*acos(x) + x,tensor(0.),0
comparing_2_30,x*log(2),tensor(0.4940),-0.04954506558193228
comparing_2_31,2*x**4/5,tensor(0.0214),-2096.374305945809
comparing_2_32,x**2*atanh(4),tensor(0.),0
comparing_2_33,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f898aec1ad0>>
comparing_2_34,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f898aec1c90>>
comparing_2_35,x*(3*x**2 + 3*x),tensor(0.0224),-1909.1193005374635
comparing_2_36,x*(x**2 - 1),tensor(0.0740),-155.72686507883415
comparing_2_37,x**2/2,tensor(0.5104),0.07989718475581109
comparing_2_38,(3 - 5*x)*exp(x),tensor(0.0001),-56549751.95897521
comparing_2_39,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f898aecda50>>
comparing_2_40,1,tensor(0.),0
comparing_2_41,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f898aecef50>>
comparing_2_42,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f898aece710>>
comparing_2_43,6*x**5/5,tensor(0.0008),-1556662.954522729
comparing_2_44,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f898aecf210>>
comparing_2_45,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f898aecf410>>
comparing_2_46,x*(x + 1/3) + atan(x),tensor(0.4081),-1.103772227691882
comparing_2_47,3*x**2*exp(x),tensor(2.1724e-05),-2118791589.3339612
comparing_2_48,2*x**3/9 + x**2/2,tensor(0.2319),-9.970618205689894
comparing_2_49,exp(-x**2),tensor(0.4793),-0.18047427043381448
comparing_2_50,3*cosh(x)**3,tensor(6.0683e-11),-2.7155694089879536e+20
comparing_2_51,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f898aecd850>>
comparing_2_52,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f898ae68dd0>>
comparing_2_53,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f898aeba250>>
comparing_2_54,sinh(5*x),tensor(1.4694e-19),-4.631270865529252e+37
comparing_2_55,12*x*sinh(x),tensor(0.0001),-92744066.0143899
comparing_2_56,x**2 + 3*x,tensor(0.3508),-2.426166945800775
comparing_2_57,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f898aec03d0>>
comparing_2_58,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f898aea6850>>
comparing_2_59,2*tanh(x),tensor(0.4847),-0.1300368628016897
comparing_2_60,2*x*log(x) + 2*x,tensor(0.4682),-0.2905705720879741
comparing_2_61,2*x - 6,tensor(0.5035),0.0277366811310249
comparing_2_62,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f898aecd650>>
comparing_2_63,2*x**2 - 8*x,tensor(0.4126),-1.0275479658311588
comparing_2_64,3*x*sin(x) + x,tensor(0.6240),0.6368458404298489
comparing_2_65,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f898aed38d0>>
comparing_2_66,exp(-7*x),tensor(0.4792),-0.1808589380875656
comparing_2_67,6*x*exp(x) - 6*x - 6*exp(x),tensor(0.0001),-74280914.31812045
comparing_2_68,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f898aed5b90>>
comparing_2_69,log(3*x**2),tensor(0.4927),-0.05982956242283377
comparing_2_70,2*x**2 + sinh(x),tensor(0.0114),-7532.745289512753
comparing_2_71,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f898aed4e90>>
comparing_2_72,3*x + cosh(x),tensor(0.0117),-7167.986064157118
comparing_2_73,tan(5*x),tensor(0.4720),-0.25101589152513504
comparing_2_74,-1/x,tensor(0.4787),-0.1861795651070155
comparing_2_75,x**3,tensor(0.0730),-160.37499118378204
comparing_2_76,x*sin(3*x),tensor(0.4726),-0.2455760531182809
comparing_2_77,2*x + tanh(x),tensor(0.5127),0.09679504352890012
comparing_2_78,2*x**2 + 5*x,tensor(0.2138),-12.516526312732097
comparing_2_79,x/2,tensor(0.4901),-0.08226607468571201
