 Nguyen-6_0_0,x + tan(x),tensor(0.6504),0.7109996531079412
 Nguyen-6_0_27,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f021c16fdc0>>
 Nguyen-6_0_28,x*(x + 3) - 2*x,tensor(0.6929),0.8036065815658505
 Nguyen-6_0_29,x + tan(3*x**3),tensor(0.0241),-1639.1978213916527
 Nguyen-6_0_30,x**2*atan(x**2),tensor(0.5012),0.009338050413497001
 Nguyen-6_0_31,x + log(5),tensor(0.3968),-1.3114695853171656
 Nguyen-6_0_32,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f018bc87f70>>
 Nguyen-6_0_33,1/log(x),tensor(0.),0
 Nguyen-6_0_34,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f018dbfc490>>
 Nguyen-6_0_35,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f018be77550>>
 Nguyen-6_0_36,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f018bee6ee0>>
 Nguyen-6_0_37,10*x**2,tensor(0.1815),-19.32881797388867
 Nguyen-6_0_38,sqrt(x + 1),tensor(0.4918),-0.06777196889172465
 Nguyen-6_0_39,x**2 + x + 4,tensor(0.1878),-17.7158537317788
 Nguyen-6_0_40,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f018dbab670>>
 Nguyen-6_0_41,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f018dbabdf0>>
 Nguyen-6_0_42,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f018dbabeb0>>
 Nguyen-6_0_43,x*(x**2 + x),tensor(0.5857),0.4995710140746926
 Nguyen-6_0_44,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f01fc0e2670>>
 Nguyen-6_0_45,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f023c190df0>>
 Nguyen-6_0_46,2*x*(x + 1),tensor(0.5918),0.5242230214077543
 Nguyen-6_0_47,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f01963f6b80>>
 Nguyen-6_0_48,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f0196396460>>
 Nguyen-6_0_49,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f0196396700>>
 Nguyen-6_0_50,sin(x)/6,tensor(0.5165),0.12370293859774695
 Nguyen-6_0_51,sinh(x)/2,tensor(0.5827),0.48710797162875197
 Nguyen-6_0_52,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f018dbab880>>
 Nguyen-6_0_53,x**2/(x + 3),tensor(0.4916),-0.06954868862551211
 Nguyen-6_0_54,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f01b8233a90>>
 Nguyen-6_0_55,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f01b80b3e20>>
 Nguyen-6_0_56,2*x + cos(3),tensor(0.4329),-0.7162842459837468
 Nguyen-6_0_57,4*x*exp(2*x),tensor(0.1157),-57.44482510133319
 Nguyen-6_0_58,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f025c08ad60>>
 Nguyen-6_0_59,sinh(x + 3),tensor(0.0698),-176.5532737726617
 Nguyen-6_0_60,x - sin(x),tensor(0.5074),0.05751510701650653
 Nguyen-6_0_61,x*(x + 5)/2,tensor(0.6479),0.7047061491278119
 Nguyen-6_0_62,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f018de8afd0>>
 Nguyen-6_0_63,4*x**3 + x,tensor(0.4278),-0.7888800986211435
 Nguyen-6_0_64,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f0196520970>>
 Nguyen-6_0_65,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f018dbaeb20>>
 Nguyen-6_0_66,x**2*(x**2 + 1),tensor(0.4685),-0.2873147002112306
 Nguyen-6_0_67,log(2*x + 1)/2,tensor(0.),0
 Nguyen-6_0_68,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f01fc1cf8e0>>
 Nguyen-6_0_69,x + atan(x),tensor(0.7487),0.8873975364120745
 Nguyen-6_0_70,x + exp(x/4),tensor(0.5314),0.2223663794721049
 Nguyen-6_0_71,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f01b83b06d0>>
 Nguyen-6_0_72,tan(2*x),tensor(0.0084),-14075.397966426322
 Nguyen-6_0_73,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f01b852e490>>
 Nguyen-6_0_74,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f01964acd90>>
 Nguyen-6_0_75,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f018be78c40>>
 Nguyen-6_0_76,x/sin(3),tensor(0.2322),-9.93343221972352
 Nguyen-6_0_77,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f01b827f8e0>>
 Nguyen-6_0_78,sin(x + 3),tensor(0.3942),-1.3612709524631859
 Nguyen-6_0_79,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f018de7f520>>
 Nguyen-6_0_80,(x + sin(x))**2,tensor(0.3688),-1.9288637281926495
 Nguyen-6_0_81,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f019629c610>>
 Nguyen-6_0_82,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f01b852e2e0>>
 Nguyen-6_0_83,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f018bece610>>
 Nguyen-6_0_84,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f018bece0a0>>
 Nguyen-6_0_85,x**3*(x**2 + x),tensor(0.5563),0.36378950643314256
 Nguyen-6_0_86,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f01963c7280>>
 Nguyen-6_0_87,x**2/2,tensor(0.5027),0.021174415036705363
 Nguyen-6_0_88,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f01b81dc6a0>>
 Nguyen-6_0_89,x**2/log(x),tensor(0.),0
 Nguyen-6_0_90,exp(2*x),tensor(0.3374),-2.8566351282120603
 Nguyen-6_0_91,x + sin(5),tensor(0.4344),-0.6948442570349498
 Nguyen-6_0_92,(x + tan(x))/x,tensor(0.3066),-4.115333552023772
 Nguyen-6_0_93,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f01961fa0a0>>
 Nguyen-6_0_94,cos(x) + 1,tensor(0.3332),-3.0035639596922046
 Nguyen-6_0_95,46*x,tensor(0.0361),-712.655125563249
 Nguyen-6_0_96,x**2*cos(4),tensor(0.4676),-0.2962732366637504
 Nguyen-6_0_97,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f01963e71f0>>
 Nguyen-6_0_98,x*(x + 4),tensor(0.4100),-1.0704245115588558
 Nguyen-6_0_99,x*(x + 4),tensor(0.4100),-1.0704245115588558
 Nguyen-6_0_100,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f019622ea30>>
 Nguyen-6_0_101,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f018bee22e0>>
 Nguyen-6_0_102,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f018dbfc340>>
 Nguyen-6_0_103,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f01962b7190>>
 Nguyen-6_0_104,x + cos(x) + 1,tensor(0.3604),-2.1502532362239024
 Nguyen-6_0_105,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f018de6a370>>
 Nguyen-6_0_106,cos(x) + tan(x),tensor(0.5612),0.3887295465969951
 Nguyen-6_0_107,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f018de6a3d0>>
 Nguyen-6_0_108,5 - x,tensor(0.1593),-26.833239707798075
 Nguyen-6_0_109,sin(x) + cos(x),tensor(0.5399),0.2735013379905552
 Nguyen-6_0_110,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f018bc5c130>>
 Nguyen-6_0_111,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f01962b7370>>
 Nguyen-6_0_112,sinh(2*x + 1),tensor(0.2652),-6.675983130501346
 Nguyen-6_0_113,x*log(5) + 3*x,tensor(0.3536),-2.3419897711910926
 Nguyen-6_0_114,2*log(x**2),tensor(0.1401),-36.68250087205526
 Nguyen-6_0_115,-x + exp(x),tensor(0.4208),-0.8940381042982151
 Nguyen-6_0_116,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f01964ac220>>
 Nguyen-6_0_117,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f023c190580>>
 Nguyen-6_0_118,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f018bc6c0d0>>
 Nguyen-6_0_119,2*x - 5,tensor(0.1544),-28.995267538185185
 Nguyen-6_0_120,x*exp(x) + 2*x,tensor(0.4857),-0.1214768691266912
 Nguyen-6_0_121,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f01b81dcd30>>
 Nguyen-6_0_122,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f0196453a90>>
 Nguyen-6_0_123,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f018bedfee0>>
 Nguyen-6_0_124,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f018bedf940>>
 Nguyen-6_0_125,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f018def8850>>
 Nguyen-6_0_126,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f018def8e50>>
 Nguyen-6_0_127,1/cos(x),tensor(0.4067),-1.12845284361277
 Nguyen-6_1_0,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f02d0112d00>>
 Nguyen-6_1_1,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f027c15eaf0>>
 Nguyen-6_1_2,x**3/3,tensor(0.5216),0.15877835083198555
 Nguyen-6_1_3,2*x**2 + 5*x,tensor(0.3209),-3.47819104748282
 Nguyen-6_1_4,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f01fc07f220>>
 Nguyen-6_1_5,tan(x + 5),tensor(0.0001),-91530475.67422268
 Nguyen-6_1_6,exp(x + 3),tensor(0.0353),-745.6933934580409
 Nguyen-6_1_7,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f027c2dfeb0>>
 Nguyen-6_1_8,log(3/2),tensor(0.),0
 Nguyen-6_1_9,2*exp(x),tensor(0.3071),-4.08872177150969
 Nguyen-6_1_10,x*(x**3 + x) + x,tensor(0.5978),0.5474987687021318
 Nguyen-6_1_11,x**2*log(2),tensor(0.5023),0.017870530865636725
 Nguyen-6_1_12,x + exp(acos(x)),tensor(0.1149),-58.324173840332406
 Nguyen-6_1_13,x**2/2 + x,tensor(0.7130),0.8379463373901812
 Nguyen-6_1_14,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f01962b5580>>
 Nguyen-6_1_15,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f0196520f40>>
 Nguyen-6_1_16,(x + 5)**2,tensor(0.0362),-708.8749746971997
 Nguyen-6_1_17,-x + x*log(2),tensor(0.4546),-0.43907163090068013
 Nguyen-6_1_18,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f01b80714f0>>
 Nguyen-6_1_19,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f01b80b3880>>
 Nguyen-6_1_20,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f01b80b3520>>
 Nguyen-6_1_21,x*acos(x) + x,tensor(0.4887),-0.09468728216840838
 Nguyen-6_1_22,x**2,tensor(0.4974),-0.020674330638002614
 Nguyen-6_1_23,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f01fc07ff40>>
 Nguyen-6_1_24,log(x*acos(x)),tensor(0.),0
 Nguyen-6_1_25,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f018de73730>>
 Nguyen-6_1_26,2*x**2 + 2*x,tensor(0.5918),0.5242230214077543
 Nguyen-6_1_27,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f01b82fcee0>>
 Nguyen-6_1_28,x**2*asin(x),tensor(0.5892),0.5140156535596137
 Nguyen-6_1_29,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f018dea5ac0>>
 Nguyen-6_1_30,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f018dea5700>>
 Nguyen-6_1_31,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f018dea5d00>>
 Nguyen-6_1_32,x*(x**3 + x),tensor(0.4685),-0.2873147002112306
 Nguyen-6_1_33,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f01b81dcb80>>
 Nguyen-6_1_34,x + 2,tensor(0.3430),-2.669844094219801
 Nguyen-6_1_35,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f018df0d550>>
 Nguyen-6_1_36,x*sin(x) + x,tensor(0.7035),0.8223509127520575
 Nguyen-6_1_37,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f018df0d100>>
 Nguyen-6_1_38,x*(exp(x) - sin(x)),tensor(0.7485),0.8870954132803693
 Nguyen-6_1_39,x*(2*x + 2),tensor(0.5918),0.5242230214077543
 Nguyen-6_1_40,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f018dea5ca0>>
 Nguyen-6_1_41,9*x/4,tensor(0.6696),0.7565582154018369
 Nguyen-6_1_42,3*x + exp(x),tensor(0.3597),-2.1696199775513727
 Nguyen-6_1_43,x + cos(x) + 5,tensor(0.1448),-33.90208405540664
 Nguyen-6_1_44,x*(x**3 + x),tensor(0.4685),-0.2873147002112306
 Nguyen-6_1_45,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f027c1ce700>>
 Nguyen-6_1_46,x*(x + 4),tensor(0.4100),-1.0704245115588558
 Nguyen-6_1_47,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f01fc1cfdc0>>
 Nguyen-6_1_48,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f01fc1cf220>>
 Nguyen-6_1_49,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f01fc1cf3a0>>
 Nguyen-6_1_50,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f01fc1cf4c0>>
 Nguyen-6_1_51,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f01fc1cf5e0>>
 Nguyen-6_1_52,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f01fc1cf1f0>>
 Nguyen-6_1_53,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f018df0db50>>
 Nguyen-6_1_54,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f018df0dc40>>
 Nguyen-6_1_55,2*sinh(x),tensor(0.6709),0.7593530863507774
 Nguyen-6_1_56,x**3*exp(2),tensor(0.3185),-3.5784284851889128
 Nguyen-6_1_57,5*x*tan(x),tensor(0.2459),-8.400634001669836
 Nguyen-6_1_58,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f01b81dcdf0>>
 Nguyen-6_1_59,x*(x + 1/2),tensor(0.5815),0.48202599691676284
 Nguyen-6_1_60,12*x**3 + x,tensor(0.1837),-18.73724866867839
 Nguyen-6_1_61,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f01dc1d6c70>>
 Nguyen-6_1_62,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f018dea50a0>>
 Nguyen-6_1_63,10*x**4,tensor(0.2285),-10.403086193346867
 Nguyen-6_1_64,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f01b80b3c40>>
 Nguyen-6_1_65,x**2*asin(x),tensor(0.5892),0.5140156535596137
 Nguyen-6_1_66,10*x**2,tensor(0.1815),-19.32881797388867
 Nguyen-6_1_67,5*x + 25,tensor(0.0371),-672.8231028792601
 Nguyen-6_1_68,x*sinh(x) + 2,tensor(0.2876),-5.133400583540449
 Nguyen-6_1_69,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f025c03bbe0>>
 Nguyen-6_1_70,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f025c03b310>>
 Nguyen-6_1_71,(x + 1)**2,tensor(0.4565),-0.4180295523236752
 Nguyen-6_1_72,3*x + sin(x),tensor(0.4150),-0.9870217173859541
 Nguyen-6_1_73,x**(5/2) + x,tensor(0.),0
 Nguyen-6_1_74,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f025c03b8e0>>
 Nguyen-6_1_75,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f025c03b4c0>>
 Nguyen-6_1_76,x + cos(1),tensor(0.6458),0.6992216209698843
 Nguyen-6_1_77,x**3/3 + x**2,tensor(0.5259),0.18709970131618314
 Nguyen-6_1_78,x*(sin(x) + 1),tensor(0.7035),0.8223509127520575
 Nguyen-6_1_79,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f01b8071b50>>
 Nguyen-6_1_80,cos(x) + sinh(x),tensor(0.5542),0.35300462635680696
 Nguyen-6_1_81,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f018dc31df0>>
 Nguyen-6_1_82,x*sin(x) + x,tensor(0.7035),0.8223509127520575
 Nguyen-6_1_83,3*x**2 + x,tensor(0.4564),-0.41883233770257866
 Nguyen-6_1_84,exp(-x),tensor(0.3399),-2.7726070996917795
 Nguyen-6_1_85,sin(x + 5),tensor(0.4254),-0.8238901834044821
 Nguyen-6_1_86,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f01b81dc4c0>>
 Nguyen-6_1_87,x**3*cos(1),tensor(0.5390),0.26831680986643536
 Nguyen-6_1_88,2*x*(x + 1),tensor(0.5918),0.5242230214077543
 Nguyen-6_1_89,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f018dbc7670>>
 Nguyen-6_1_90,5*x + 4,tensor(0.1848),-18.45647243467963
 Nguyen-6_1_91,10*x**5,tensor(0.2861),-5.228574350163615
 Nguyen-6_1_92,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f01dc1d62b0>>
 Nguyen-6_1_93,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f01dc1d6220>>
 Nguyen-6_1_94,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f01dc1d6ca0>>
 Nguyen-6_1_95,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f01dc1d69a0>>
 Nguyen-6_1_96,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f01dc1d66d0>>
 Nguyen-6_1_97,x**3*(2*x + 1),tensor(0.5491),0.32593261202250223
 Nguyen-6_1_98,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f01b852e7f0>>
 Nguyen-6_1_99,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f01fc1cf610>>
 Nguyen-6_1_100,x*tan(3),tensor(0.4752),-0.21983898018873926
 Nguyen-6_1_101,x*(x + 3),tensor(0.5408),0.27873149110542417
 Nguyen-6_1_102,exp(x) - cos(x),tensor(0.7144),0.8401265583349236
 Nguyen-6_1_103,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f01b81dcb20>>
 Nguyen-6_1_104,3*x**3 + x,tensor(0.5082),0.06312983211287226
 Nguyen-6_1_105,log(x) - sin(x),tensor(0.),0
 Nguyen-6_1_106,x*(x**3 + x),tensor(0.4685),-0.2873147002112306
 Nguyen-6_1_107,4*x*cosh(x),tensor(0.3062),-4.135627531200473
 Nguyen-6_1_108,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f018df0d2e0>>
 Nguyen-6_1_109,8*x**3,tensor(0.2966),-4.626229621448632
 Nguyen-6_1_110,(x**2 + 1)**3,tensor(0.2289),-10.345905734357125
 Nguyen-6_1_111,x,tensor(0.6729),0.7637781036174012
 Nguyen-6_1_112,x**2*sin(x)**2,tensor(0.5015),0.011711475610023614
 Nguyen-6_1_113,x*exp(x) - x,tensor(0.5383),0.2643599612815647
 Nguyen-6_1_114,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f0196477340>>
 Nguyen-6_1_115,sqrt(x + 5),tensor(0.3039),-4.246426871825975
 Nguyen-6_1_116,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f018de73220>>
 Nguyen-6_1_117,sin(x)**3,tensor(0.5542),0.35308921196931586
 Nguyen-6_1_118,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f0196520c70>>
 Nguyen-6_1_119,log(x + 4),tensor(0.4014),-1.2238346941074951
 Nguyen-6_1_120,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f01965201f0>>
 Nguyen-6_1_121,x*(x + log(x)),tensor(0.),0
 Nguyen-6_1_122,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f01965205e0>>
 Nguyen-6_1_123,x*(sqrt(x) + 1),tensor(0.),0
 Nguyen-6_1_124,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f0196478e80>>
 Nguyen-6_1_125,2*x + log(5*x),tensor(0.),0
 Nguyen-6_1_126,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f0196478220>>
 Nguyen-6_1_127,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f023c19bac0>>
 Nguyen-6_2_0,log(x + 2),tensor(0.5432),0.29282824759780524
 Nguyen-6_2_1,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f027c1ce9d0>>
 Nguyen-6_2_2,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f01fc1cf2e0>>
 Nguyen-6_2_3,x*(x**2 + 2*x),tensor(0.5133),0.10088211064345354
 Nguyen-6_2_4,x*(x + 3),tensor(0.5408),0.27873149110542417
 Nguyen-6_2_5,x,tensor(0.6729),0.7637781036174012
 Nguyen-6_2_6,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f01fc1cf970>>
 Nguyen-6_2_7,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f01fc1cfa90>>
 Nguyen-6_2_8,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f01b81dc8e0>>
 Nguyen-6_2_9,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f01b81dc1f0>>
 Nguyen-6_2_10,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f01b852e1c0>>
 Nguyen-6_2_11,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f01b852e0d0>>
 Nguyen-6_2_12,3*x + sin(x),tensor(0.4150),-0.9870217173859541
 Nguyen-6_2_13,x**(-2),tensor(5.7143e-07),-3062508680184.2666
 Nguyen-6_2_14,exp(x),tensor(0.4851),-0.12621511517743822
 Nguyen-6_2_15,log(x) + tan(x),tensor(0.),0
 Nguyen-6_2_16,5*x/3,tensor(0.7605),0.9007984077179607
 Nguyen-6_2_17,-sin(x) + cos(x),tensor(0.3704),-1.8892712337080768
 Nguyen-6_2_18,x*(x + 1),tensor(0.6929),0.8036065815658506
 Nguyen-6_2_19,x*(-x + exp(x)),tensor(0.7338),0.8683605440475889
 Nguyen-6_2_20,2*x - exp(x),tensor(0.3913),-1.4206461892409163
 Nguyen-6_2_21,atan(x + 3),tensor(0.4111),-1.0522580883405226
 Nguyen-6_2_22,x*asin(x) + 3*x,tensor(0.5321),0.2267395814596157
 Nguyen-6_2_23,sin(x + 3),tensor(0.3942),-1.3612709524631859
 Nguyen-6_2_24,sin(x + 2),tensor(0.4202),-0.9041167253424816
 Nguyen-6_2_25,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f023c19bd60>>
 Nguyen-6_2_26,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f023c19b070>>
 Nguyen-6_2_27,-x*cos(x) + sin(x),tensor(0.5198),0.14641133651392213
 Nguyen-6_2_28,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f0196520340>>
 Nguyen-6_2_29,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f018de7f430>>
 Nguyen-6_2_30,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f018de7fc70>>
